window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop
24,5000,3265,1,5,1,1.9899,2,16.5,3277,0,4.7,1.0237,3215.7,15,1.0,89,5,5,1150,0.001572,0.0301,42.8571,23,17.3,0.0187,0.0062,1,0,0,0,0.060274,0.015625,47,0.7408,1.1188,0.3863,43,9,37,827,1283,512,1.0,0.0,0,0
25,4999,3222,0,0,3,1.9932,2,16.6,3227,0,4.66,1.004,3217.1,3,1.0,85,0,4,1115,0.001605,0.0427,8.7209,24,18.3,0.0169,0.0064,0,0,0,0,0.062678,0.015625,45,0.7507,1.1757,0.3888,42,9,34,773,1297,559,1.0,0.0,0,0
26,4999,3166,2,5,3,1.9651,1,16.4,7,3149,4.61,0.9856,3212.2,17,1.0,87,8,6,1136,0.001761,0.0349,48.433,25,18.1,0.0161,0.0068,1,0,0,0,0.056452,0.015625,46,0.7232,1.2188,0.3896,43,10,34,825,1249,508,1.0,0.0,0,0
27,4997,3216,0,0,3,1.9139,1,16.6,3204,0,4.65,1.0011,3212.6,12,1.0,84,1,4,1097,0.00166,0.0292,33.7423,26,18.9,0.0162,0.0067,0,0,0,0,0.05848,0.015625,45,0.7328,1.248,0.3908,41,9,34,791,1299,521,1.0,0.0,0,0
28,4996,3220,1,4,3,1.8951,1,16.5,3208,0,4.67,1.0021,3213.3,12,1.0,82,1,3,1101,0.001554,0.0312,35.1906,27,20.0,0.0158,0.0069,0,0,0,0,0.051136,0.015625,44,0.6944,1.2707,0.3897,41,8,33,765,1307,547,1.0,0.0,0,0
29,4996,3195,2,5,3,1.9018,1,16.5,8,3173,4.62,0.9949,3211.5,22,1.0,87,11,6,1141,0.001644,0.0462,64.0244,28,19.1,0.0156,0.0064,1,0,0,0,0.086705,0.015625,47,0.8198,1.3266,0.3896,41,8,38,832,1277,530,1.0,0.0,0,0
30,4993,3269,2,4,3,1.8781,2,16.3,3280,0,4.69,1.024,3219.7,17,1.0,84,2,5,1145,0.001625,0.0336,46.4481,29,20.2,0.018,0.0064,0,0,0,0,0.095607,0.015625,45,0.8366,1.4222,0.3922,42,5,37,824,1295,521,1.0,0.0,0,0
31,4988,3239,1,3,1,1.9408,2,16.6,3248,0,4.68,1.0113,3223.5,12,1.0,85,7,6,1161,0.001468,0.0282,35.9281,30,20.5,0.014,0.0059,0,0,0,0,0.070621,0.015625,44,0.7787,1.49,0.3943,41,8,36,815,1268,552,1.0,0.0,0,0
32,4980,3214,3,5,3,1.9665,2,16.6,11,3188,4.69,0.9973,3222.6,26,1.0,85,3,3,1190,0.001693,0.0459,69.1489,31,21.2,0.0169,0.0076,2,0,0,0,0.086735,0.015625,44,0.8199,1.5538,0.3954,41,7,37,791,1289,516,1.0,0.0,0,0
33,4975,3229,0,0,3,1.9743,2,16.5,3225,0,4.61,1.0029,3223.6,8,1.0,82,0,3,1159,0.001613,0.0341,21.9178,32,22.2,0.0177,0.007,0,0,0,0,0.086614,0.015625,44,0.8196,1.6404,0.3976,39,7,36,833,1261,530,1.0,0.0,0,0
34,4971,3112,0,0,3,1.9882,1,16.6,3,3104,4.58,0.9686,3213.0,8,1.0,79,0,3,1133,0.001505,0.0395,25.2366,33,23.6,0.0157,0.0073,0,0,0,0,0.091185,0.015625,43,0.8286,1.7316,0.4002,39,5,35,792,1235,513,1.0,0.0,0,0
35,4969,3245,1,4,3,1.9843,1,16.5,3247,0,4.6,1.0127,3217.3,11,1.0,78,1,2,1117,0.001427,0.0333,32.4484,34,24.4,0.0178,0.007,0,0,0,0,0.072222,0.015625,42,0.7837,1.7844,0.4022,38,6,34,803,1276,532,1.0,0.0,0,0
36,4967,3146,0,0,3,1.9463,1,16.5,0,3146,4.54,0.9799,3210.5,0,1.0,71,0,7,1061,0.001473,0.0372,0.0,35,25.8,0.0207,0.0079,0,0,0,0,0.06192,0.015625,42,0.7477,1.8308,0.4037,36,6,29,787,1234,546,1.0,0.0,0,0
37,4963,3127,3,5,3,1.9411,1,16.6,0,3113,4.56,0.9764,3202.5,14,1.0,74,8,5,1082,0.001579,0.0331,39.7727,36,24.9,0.0182,0.0064,2,1,0,0,0.077348,0.015625,42,0.798,1.9081,0.4055,37,6,31,772,1267,522,1.0,0.0,0,0
38,4960,3178,2,4,3,1.9293,1,16.5,3,3166,4.62,0.9931,3200.2,12,1.0,74,6,6,1117,0.001597,0.0342,32.9341,37,24.6,0.0163,0.0073,0,0,0,0,0.068376,0.015625,43,0.7715,1.9708,0.4068,36,5,33,836,1213,546,1.0,0.0,0,0
39,4957,3208,3,4,1,1.9567,2,16.5,3191,0,4.64,1.0025,3201.0,18,1.0,77,6,3,1126,0.001652,0.031,45.1128,38,24.1,0.0169,0.0068,0,0,0,0,0.066667,0.015625,42,0.7656,2.0375,0.4089,37,6,34,849,1295,516,1.0,0.0,0,0
40,4956,3101,3,5,3,1.9831,2,16.5,17,3079,4.55,0.9716,3191.5,22,1.0,76,5,6,1173,0.001647,0.0346,56.0224,39,24.2,0.0172,0.0068,2,1,0,0,0.06117,0.015625,45,0.7446,2.0987,0.4092,37,6,33,781,1289,473,1.0,0.0,0,0
41,4955,3159,1,3,3,1.9755,2,16.3,10,3139,4.62,0.9908,3188.4,20,1.0,75,5,6,1141,0.001745,0.0309,54.7945,40,24.8,0.0169,0.0067,0,0,0,0,0.056701,0.015625,42,0.7244,2.1476,0.4093,36,6,33,847,1219,501,1.0,0.0,0,0
42,4952,3093,1,5,3,1.9517,2,16.2,10,3069,4.61,0.9729,3179.3,24,1.0,73,1,3,1137,0.001629,0.0338,61.8557,41,25.3,0.0179,0.0068,1,0,0,0,0.060386,0.015625,41,0.7412,2.208,0.4097,34,6,33,785,1224,491,1.0,0.0,0,0
43,4951,3138,1,4,3,1.9629,2,16.1,7,3128,4.61,0.9882,3175.4,10,1.0,69,1,5,1129,0.001572,0.0355,24.8756,42,27.6,0.0185,0.0071,0,0,0,0,0.056872,0.015625,41,0.7253,2.2436,0.4103,33,5,31,772,1243,519,1.0,0.0,0,0
44,4950,3127,2,5,1,1.976,2,16.1,12,3115,4.55,0.9862,3170.8,12,1.0,71,4,2,1121,0.001492,0.0374,33.1492,43,27.2,0.0177,0.0073,1,0,0,0,0.058824,0.015625,42,0.7344,2.2837,0.4102,32,7,32,812,1213,521,1.0,0.0,0,0
45,4948,3127,1,3,1,1.9687,2,16.1,12,3115,4.55,0.9875,3166.6,12,1.0,71,4,4,1147,0.001441,0.031,22.4918,44,27.5,0.0172,0.0067,0,0,0,0,0.056848,0.015625,42,0.7251,2.3173,0.4097,31,7,33,811,1250,506,1.0,0.0,0,0
46,4948,3165,1,3,1,1.9498,2,16.0,7,3158,4.5,0.9995,3166.5,7,1.0,70,1,2,1131,0.001467,0.0339,18.9702,45,28.2,0.0186,0.007,0,0,0,0,0.054688,0.015625,42,0.7143,2.3667,0.4092,31,7,32,796,1293,481,1.0,0.0,0,0
47,4945,3232,1,4,3,1.9494,2,16.1,3272,0,4.69,1.0323,3177.3,8,1.0,71,2,1,1140,0.00148,0.0278,20.0573,46,28.8,0.0168,0.0063,0,0,0,0,0.066667,0.015625,43,0.7656,2.4167,0.4086,32,7,32,855,1286,509,1.0,0.0,0,0
48,4943,3104,1,5,1,1.9184,2,16.0,3,3096,4.5,0.9791,3170.3,8,1.0,68,4,7,1149,0.001336,0.0305,25.4777,47,30.1,0.0165,0.006,1,1,0,0,0.057927,0.015625,42,0.7303,2.4594,0.408,32,3,33,799,1253,508,1.0,0.0,0,0
49,4941,3139,0,0,3,1.9463,2,16.0,0,3134,4.53,0.9911,3167.3,5,1.0,66,0,2,1084,0.001379,0.0329,15.1976,48,30.5,0.02,0.0071,0,0,0,0,0.095808,0.015625,42,0.8369,2.5073,0.4086,30,3,33,833,1223,504,1.0,0.0,0,0
50,4941,3186,1,4,1,1.8916,1,16.2,3195,0,4.6,1.0105,3170.8,9,1.0,67,1,0,1101,0.001395,0.0346,26.5487,49,31.1,0.0189,0.0074,0,0,0,0,0.083573,0.015625,42,0.813,2.5621,0.409,30,4,33,810,1260,505,0.0007,0.9993,2984.0,1.6
51,4937,3195,0,0,3,1.8565,1,16.2,3198,0,4.61,1.0089,3173.8,4,1.0,66,0,1,1095,0.001402,0.0417,11.4286,50,31.8,0.0202,0.0083,0,0,0,0,0.069444,0.015625,42,0.775,2.6204,0.4093,30,4,32,815,1275,540,0.0009,0.9991,2999.9,1.5
52,4936,3191,0,0,3,1.8507,1,16.2,3196,0,4.59,1.0075,3176.3,4,1.0,66,0,0,1095,0.001186,0.0354,12.012,51,32.8,0.0186,0.0069,0,0,0,0,0.070796,0.015625,42,0.7793,2.6617,0.4103,30,4,32,833,1233,529,0.001,0.999,2856.6,1.2
53,4933,3192,1,5,3,1.85,1,16.0,3203,0,4.62,1.009,3179.3,5,1.0,64,1,3,1093,0.001384,0.042,14.4509,52,33.0,0.0188,0.0077,1,0,0,0,0.078431,0.015625,41,0.8008,2.7037,0.4105,29,4,31,850,1215,512,0.0008,0.9992,2661.6,1.7
54,4931,3090,0,0,3,1.8059,1,16.2,5,3085,4.55,0.9745,3170.8,5,1.0,63,0,1,1078,0.00131,0.0352,14.9254,53,34.0,0.0176,0.0073,0,0,0,0,0.058651,0.015625,40,0.7336,2.7448,0.4112,29,4,30,773,1252,521,0.0008,0.9992,2804.0,1.7
55,4930,3171,2,5,3,1.8861,1,16.1,3157,0,4.58,1.0001,3170.8,14,1.0,66,6,3,1122,0.001307,0.0338,37.9404,54,33.1,0.0188,0.0071,2,0,0,0,0.085714,0.015625,42,0.8177,2.7915,0.4121,31,4,31,828,1261,505,0.0008,0.9992,2826.0,1.5
56,4928,3123,0,0,3,1.9258,1,16.0,4,3109,4.5,0.9863,3166.3,14,1.0,64,0,2,1090,0.001354,0.0402,45.0161,55,34.9,0.0181,0.0074,0,0,0,0,0.058824,0.015625,42,0.7344,2.838,0.4124,29,4,31,796,1235,516,0.0009,0.9991,2619.0,1.8
57,4928,3143,0,0,3,1.9242,1,15.9,4,3129,4.53,0.9933,3164.0,14,1.0,64,0,0,1083,0.001291,0.0328,42.9448,56,35.9,0.0197,0.0079,0,0,0,0,0.083582,0.015625,41,0.8131,2.8947,0.4131,29,4,31,772,1256,548,0.0008,0.9992,2989.6,1.5
58,4925,3160,0,0,3,1.899,1,15.9,4,3151,4.58,0.9988,3163.7,9,1.0,61,0,3,1063,0.001176,0.0405,26.8657,57,37.5,0.0194,0.0072,0,1,0,0,0.080925,0.015625,40,0.8069,2.9323,0.4137,28,4,29,813,1213,536,0.0008,0.9992,2866.8,1.7
59,4924,3127,2,5,3,1.8279,1,15.9,5,3115,4.57,0.9895,3160.2,12,1.0,63,4,2,1093,0.001328,0.0399,38.0952,58,37.2,0.02,0.0082,2,0,0,0,0.076687,0.015625,41,0.7963,2.9629,0.4139,27,5,31,806,1237,515,0.0008,0.9992,2653.0,1.8
60,4924,3041,0,0,3,1.8979,1,16.0,2,3034,4.54,0.9658,3148.8,7,1.0,62,2,3,1084,0.00127,0.0349,16.5289,59,38.5,0.0194,0.0077,0,1,0,0,0.069705,0.015625,41,0.7758,2.9978,0.4146,27,4,31,789,1196,478,0.0008,0.9992,2736.9,1.7
61,4923,3159,1,4,3,1.8999,1,16.0,3157,0,4.62,1.0049,3150.5,9,1.0,62,1,1,1084,0.001314,0.0346,26.3158,60,39.5,0.0197,0.0073,0,0,0,0,0.069164,0.015625,42,0.7741,3.0381,0.4145,28,4,30,820,1281,467,0.0007,0.9993,2778.8,2.0
62,4923,3114,1,5,3,1.9048,1,16.0,0,3105,4.59,0.9895,3147.0,9,1.0,64,6,4,1108,0.001259,0.0403,23.8095,61,38.3,0.0182,0.0078,1,0,0,0,0.072046,0.015625,43,0.7831,3.0612,0.4138,29,4,31,762,1287,478,0.0008,0.9992,2969.4,1.7
63,4921,3164,1,5,3,1.9587,2,15.8,3162,0,4.59,1.0075,3149.5,11,1.0,65,2,1,1122,0.001281,0.0322,24.7253,62,38.7,0.0182,0.0066,1,0,0,0,0.077748,0.015625,42,0.799,3.1041,0.4136,29,4,32,797,1224,527,0.0008,0.9992,2679.8,1.8
64,4919,3147,0,0,3,1.9689,2,15.9,0,3142,4.63,0.9993,3149.2,5,1.0,65,0,0,1115,0.001143,0.0332,11.3314,63,39.7,0.0181,0.0076,0,0,0,0,0.074792,0.015625,42,0.7911,3.1709,0.4141,29,4,32,844,1233,484,0.001,0.999,2838.5,1.4
65,4919,3118,0,0,3,1.9576,1,15.9,0,3118,4.65,0.991,3146.3,0,1.0,63,0,2,1108,0.001145,0.0355,0.0,64,40.9,0.0176,0.0073,0,0,0,0,0.065574,0.015625,42,0.7617,3.2283,0.4144,28,4,31,775,1218,530,0.0009,0.9991,2883.0,1.5
66,4918,3044,1,5,3,1.9553,1,15.9,0,3040,4.48,0.9705,3136.5,4,1.0,62,1,2,1104,0.001189,0.0413,12.1581,65,40.5,0.0181,0.0077,1,0,0,0,0.061947,0.015625,41,0.7478,3.2784,0.4144,26,4,32,752,1253,480,0.0009,0.9991,2629.0,1.8
67,4916,3147,2,4,3,1.9501,1,19.2,3147,0,4.64,1.005,3138.2,7,1.0,63,4,3,1139,0.001148,0.0363,14.2857,66,39.8,0.0171,0.0066,0,0,0,0,0.050279,0.015625,43,0.6892,3.3119,0.4141,26,4,33,770,1262,509,0.0009,0.9991,2891.9,1.7
68,4915,3047,0,0,3,1.9491,2,16.3,3,3044,4.55,0.9736,3129.5,3,1.0,65,3,1,1138,0.001266,0.0312,8.7977,67,39.6,0.0183,0.0068,0,0,0,0,0.050992,0.015625,44,0.6936,3.3629,0.413,26,6,33,774,1237,487,0.0008,0.9992,2644.5,1.8
69,4914,3149,0,0,3,1.9926,1,16.2,3154,0,4.63,1.0085,3132.3,5,1.0,67,2,0,1145,0.001042,0.0294,15.3846,68,39.3,0.0166,0.0062,0,0,0,0,0.047059,0.015625,45,0.668,3.3953,0.412,27,6,34,827,1248,502,0.0009,0.9991,2627.3,1.8
70,4911,3121,0,0,3,1.9884,1,16.2,6,3115,4.53,0.9967,3131.2,6,1.0,67,3,3,1159,0.001013,0.0285,17.6471,69,39.3,0.018,0.0064,0,0,0,0,0.068376,0.015625,46,0.7715,3.4637,0.4117,27,6,34,825,1223,486,0.0008,0.9992,2738.2,1.6
71,4910,3168,2,5,1,1.9904,1,16.2,3189,0,4.63,1.0213,3138.3,16,1.0,67,6,6,1211,0.001134,0.0313,23.1818,70,40.2,0.0149,0.0057,2,0,0,0,0.088773,0.015625,46,0.824,3.5524,0.4114,26,5,36,786,1340,497,0.0008,0.9992,2775.8,1.8
72,4909,3098,2,5,3,1.9834,1,16.2,5,3083,4.59,0.9884,3134.4,15,1.0,65,2,4,1172,0.001362,0.0347,40.8719,71,39.4,0.0177,0.0066,2,1,0,0,0.074667,0.015625,45,0.7907,3.6271,0.4104,24,6,35,797,1220,516,0.0009,0.9991,2663.9,1.8
73,4908,3035,0,0,3,1.9964,2,16.2,9,3026,4.57,0.9712,3125.0,9,1.0,67,4,2,1181,0.001289,0.0313,26.7857,72,39.2,0.0177,0.007,0,0,0,0,0.082621,0.015625,46,0.8109,3.7097,0.4092,26,6,35,742,1267,486,0.0008,0.9992,2675.7,1.8
74,4906,3158,3,4,1,1.985,1,16.2,3165,0,4.61,1.0176,3130.8,21,1.0,71,6,2,1221,0.001319,0.0324,54.1237,73,37.9,0.0155,0.0071,0,0,0,0,0.054863,0.015625,48,0.7152,3.7621,0.4073,26,6,39,781,1283,510,0.001,0.999,2670.6,1.5
75,4904,3117,2,5,3,1.988,1,16.2,10,3097,4.57,0.996,3129.5,20,1.0,70,2,3,1242,0.001279,0.0335,57.6369,74,38.1,0.0163,0.0071,1,0,0,0,0.075419,0.015625,50,0.7928,3.8375,0.4057,23,6,41,799,1235,534,0.0008,0.9992,2682.0,1.9
76,4902,3105,1,4,3,1.9911,2,16.2,7,3083,4.54,0.9929,3127.1,22,1.0,68,3,5,1221,0.001173,0.0351,63.9535,75,39.0,0.0158,0.0068,0,1,0,0,0.056757,0.015625,50,0.7247,3.8943,0.4041,22,5,41,750,1270,507,0.0008,0.9992,2611.1,2.1
77,4898,3088,1,4,3,1.9612,2,16.2,3,3075,4.6,0.9887,3123.4,13,1.0,66,1,3,1183,0.001279,0.0293,35.6164,76,41.0,0.0168,0.0066,0,0,0,0,0.058667,0.015625,46,0.7337,3.9529,0.4029,22,5,39,795,1194,506,0.0009,0.9991,2781.7,1.6
78,4897,3129,0,0,3,1.8957,2,16.1,3134,0,4.58,1.0048,3125.0,6,1.0,67,3,2,1188,0.001094,0.0327,16.9492,77,41.3,0.0155,0.0065,0,0,0,0,0.065395,0.015625,46,0.7611,4.0047,0.4024,23,4,40,825,1250,498,0.0009,0.9991,2741.6,1.7
79,4893,3044,1,3,1,1.9436,1,16.3,0,3040,4.49,0.9765,3117.3,4,1.0,67,3,3,1202,0.001009,0.0317,8.2873,78,42.2,0.0163,0.0062,0,0,0,0,0.058047,0.015625,45,0.7308,4.0628,0.4018,23,4,40,734,1236,533,0.0009,0.9991,2923.8,1.6
80,4890,3164,1,4,3,1.8898,1,16.2,3187,0,4.63,1.0214,3124.3,4,1.0,65,1,3,1189,0.001087,0.0331,11.5274,79,44.3,0.017,0.0066,0,0,0,0,0.07438,0.015625,45,0.7899,4.1371,0.4016,22,5,38,840,1213,515,0.001,0.999,2870.4,1.6
81,4883,3098,0,0,3,1.9436,2,16.1,5,3093,4.55,0.9924,3121.8,5,1.0,64,1,2,1173,0.001019,0.0371,14.7493,80,46.0,0.018,0.0073,0,0,0,0,0.062857,0.015625,45,0.7514,4.1857,0.4006,22,5,37,767,1262,496,0.001,0.999,2888.1,1.5
82,4882,3136,0,0,3,1.9492,1,16.1,3155,0,4.65,1.0108,3125.3,4,1.0,63,0,1,1156,0.000975,0.0366,10.9589,81,47.6,0.0171,0.0075,0,0,0,0,0.067885,0.015625,44,0.7698,4.2536,0.4002,21,5,37,799,1225,548,0.0009,0.9991,2966.4,1.7
83,4874,3141,1,3,3,1.9075,1,17.9,3139,0,4.61,1.0063,3127.4,8,1.0,65,3,1,1162,0.001027,0.0354,22.4719,82,47.1,0.0167,0.0069,0,0,0,0,0.079019,0.015625,43,0.8023,4.3326,0.3993,21,5,39,784,1268,515,0.0009,0.9991,3018.5,1.6
84,4869,3053,2,5,1,1.9166,1,16.0,0,3043,4.54,0.9784,3120.3,10,1.0,65,2,2,1167,0.001166,0.0336,28.8184,83,46.9,0.0185,0.007,2,0,0,0,0.092437,0.015625,44,0.831,4.425,0.3987,21,5,39,774,1225,509,0.0009,0.9991,2752.9,1.8
85,4864,3158,1,4,3,1.9082,2,16.1,3184,0,4.63,1.0196,3126.8,4,1.0,63,1,3,1183,0.000978,0.0256,10.6667,84,49.2,0.0169,0.0057,0,0,0,0,0.092308,0.015625,44,0.8307,4.5174,0.3984,21,5,37,759,1292,516,0.0009,0.9991,2778.6,2.0
86,4859,3191,0,0,3,1.8858,2,16.0,3237,0,4.68,1.0318,3137.3,0,1.0,63,0,0,1163,0.001005,0.033,0.0,85,50.2,0.0185,0.0075,0,0,0,0,0.082418,0.015625,43,0.8104,4.5998,0.3983,21,5,37,762,1321,544,0.0009,0.9991,3059.3,1.6
87,4855,3101,1,5,3,1.9027,1,16.0,0,3096,4.58,0.9895,3133.8,5,1.0,63,1,1,1169,0.001026,0.0295,13.7363,86,50.2,0.0173,0.0061,1,0,0,0,0.061662,0.015625,43,0.7466,4.6614,0.3983,21,5,37,745,1237,535,0.001,0.999,3053.6,1.6
