window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop
1,5000,5973,15,6,0,1.9989,0,18.2,0,0,6.58,1.0,5973.0,605,1.0,379,577,198,2112,0.000953,0.0084,412.5683,0,0.0,0.0079,0.0012,1,0,0,0,0.0369,0.015625,64,0.5766,0.0369,0.2693,103,180,96,2002,1368,1452,1.0,0.0,0,0
2,5000,4051,4,5,0,1.9989,0,17.2,496,3561,5.56,0.8661,4711.0,490,1.0,360,16,35,2191,0.001083,0.0095,371.8631,1,1.0,0.0074,0.0013,3,0,0,0,0.033688,0.015625,64,0.5362,0.0694,0.2497,103,163,94,1344,1245,770,1.0,0.0,0,0
3,5000,3635,3,5,0,1.999,0,16.9,285,3360,5.17,0.8736,4182.5,275,1.0,296,5,69,2108,0.001098,0.0127,253.469,2,1.9,0.0095,0.0018,2,0,0,0,0.04712,0.015625,64,0.6684,0.1119,0.262,97,116,83,1052,1287,649,1.0,0.0,0,0
4,5000,3309,3,5,0,1.999,0,16.5,116,3213,4.79,0.8699,3848.7,96,1.0,196,5,105,1836,0.001329,0.0141,132.128,3,2.9,0.0107,0.0026,2,0,0,0,0.044496,0.015625,64,0.6488,0.1517,0.2577,79,63,54,887,1282,536,1.0,0.0,0,0
5,5000,3305,0,0,1,1.999,0,16.4,26,3280,4.76,0.9033,3671.1,25,1.0,136,0,60,1429,0.001746,0.0248,49.3097,4,3.8,0.0159,0.0043,0,0,0,0,0.065487,0.015625,61,0.7614,0.2172,0.2649,62,34,40,874,1317,529,1.0,0.0,0,0
6,5000,3292,0,0,3,1.9994,1,16.5,0,3287,4.72,0.924,3562.8,5,1.0,108,0,28,1161,0.002176,0.0412,12.3153,5,4.8,0.0192,0.0058,0,0,0,0,0.064073,0.015625,53,0.7561,0.2813,0.2807,50,24,34,902,1279,520,1.0,0.0,0,0
7,5000,3134,2,5,0,1.9955,1,16.3,4,3125,4.55,0.9069,3455.6,9,1.0,87,2,23,1018,0.002551,0.026,24.8619,6,5.6,0.0179,0.0055,1,0,0,0,0.057143,0.015625,50,0.7266,0.3384,0.2968,42,16,29,806,1226,529,1.0,0.0,0,0
8,5000,3136,0,0,1,1.9963,1,16.3,9,3122,4.54,0.9266,3384.6,14,1.0,78,5,14,924,0.00277,0.0298,44.164,7,6.3,0.0218,0.0063,0,0,0,0,0.0625,0.015625,50,0.75,0.4009,0.3123,38,16,24,789,1240,505,1.0,0.0,0,0
9,5000,3228,0,0,3,1.9945,1,16.3,11,3212,4.58,0.9626,3353.3,16,1.0,67,2,13,857,0.002886,0.0411,47.619,8,7.2,0.0267,0.0078,0,0,0,0,0.079114,0.015625,49,0.8025,0.48,0.3297,34,13,20,791,1312,537,1.0,0.0,0,0
10,5000,3159,0,0,0,1.9913,1,16.5,4,3150,4.54,0.9521,3317.9,9,1.0,65,5,7,761,0.002977,0.0379,35.5731,9,7.9,0.0236,0.0082,0,0,0,0,0.079545,0.015625,42,0.8036,0.5596,0.3479,34,11,20,831,1216,542,1.0,0.0,0,0
11,5000,3156,1,3,3,1.9574,1,16.7,5,3146,4.56,0.959,3291.0,10,1.0,65,4,4,753,0.003032,0.0469,40.8163,10,8.4,0.0252,0.0084,0,0,0,0,0.070312,0.015625,41,0.7778,0.6299,0.3597,33,10,22,780,1287,517,1.0,0.0,0,0
12,5000,3231,0,0,3,1.9607,1,16.6,5,3226,4.59,0.9845,3281.7,5,1.0,61,0,4,732,0.002828,0.0435,20.7469,11,9.4,0.029,0.0096,0,0,0,0,0.079051,0.015625,39,0.8023,0.6813,0.3746,33,6,22,806,1282,548,1.0,0.0,0,0
13,5000,3212,1,5,3,1.9727,1,16.6,11,3201,4.62,0.9817,3271.8,11,1.0,59,2,4,740,0.00309,0.0531,41.4938,12,10.5,0.0261,0.0088,1,0,0,0,0.077551,0.015625,38,0.7985,0.7588,0.3848,33,6,20,780,1277,553,1.0,0.0,0,0
14,5000,3196,3,5,3,1.9695,1,16.7,8,3180,4.56,0.9799,3261.7,16,1.0,61,11,9,776,0.002888,0.0517,62.0155,13,10.1,0.0258,0.0091,1,0,0,0,0.070111,0.015625,40,0.7771,0.8289,0.3918,31,6,24,822,1254,534,1.0,0.0,0,0
15,5000,3247,2,5,1,1.9708,2,16.5,5,3237,4.69,0.9961,3259.8,10,1.0,58,3,6,777,0.003081,0.0532,35.8566,14,11.0,0.0298,0.0109,1,0,0,0,0.076046,0.015625,41,0.7945,0.8708,0.3967,30,6,22,839,1304,541,1.0,0.0,0,0
16,5000,3210,2,5,0,1.9545,2,16.6,9,3196,4.54,0.9865,3254.0,14,1.0,60,5,3,789,0.002937,0.0468,49.0566,15,11.6,0.0243,0.0093,1,0,0,0,0.057554,0.015625,38,0.7285,0.9139,0.3989,32,6,22,837,1235,557,1.0,0.0,0,0
17,5000,3196,2,5,3,1.9821,2,16.3,4,3184,4.56,0.9841,3247.5,12,1.0,56,3,7,777,0.002968,0.0381,39.7112,16,12.0,0.0292,0.0095,1,0,0,0,0.072664,0.015625,39,0.785,0.9762,0.4054,30,6,20,810,1254,550,1.0,0.0,0,0
18,5000,3155,1,5,3,1.9616,2,16.3,0,3145,4.55,0.9744,3237.8,10,1.0,54,1,3,780,0.002932,0.0593,43.4783,17,13.3,0.0268,0.012,1,0,0,0,0.080508,0.015625,39,0.8059,1.0144,0.4107,29,5,20,832,1265,483,1.0,0.0,0,0
19,5000,3118,0,0,3,1.9822,2,16.4,0,3113,4.61,0.9666,3225.8,5,1.0,53,0,1,753,0.003006,0.0533,22.4215,18,14.2,0.0302,0.0126,0,0,0,0,0.066667,0.015625,37,0.7656,1.0677,0.4127,29,5,19,794,1255,530,1.0,0.0,0,0
20,5000,3158,0,0,3,1.9666,1,16.3,0,3153,4.54,0.9809,3219.4,5,1.0,50,0,3,727,0.002741,0.0533,20.6612,19,15.0,0.026,0.0097,0,0,0,0,0.086066,0.015625,36,0.8185,1.1374,0.4185,26,5,19,767,1253,553,1.0,0.0,0,0
21,5000,3063,1,3,3,1.988,1,16.3,4,3054,4.51,0.9559,3204.5,9,1.0,48,3,5,718,0.003071,0.0648,43.0622,20,15.3,0.0302,0.0126,0,0,0,0,0.087963,0.015625,36,0.8224,1.2253,0.4239,26,3,19,768,1222,514,1.0,0.0,0,0
22,5000,3087,0,0,3,1.9849,1,16.3,9,3078,4.48,0.9667,3193.3,9,1.0,48,5,5,723,0.002855,0.0476,36.1991,21,15.4,0.0286,0.011,0,0,0,0,0.069264,0.015625,36,0.7744,1.2773,0.4279,27,2,19,772,1252,485,1.0,0.0,0,0
23,5000,3230,2,5,1,1.9585,1,16.3,3227,0,4.71,1.0135,3197.8,14,1.0,49,2,1,746,0.00303,0.0423,55.336,22,15.9,0.0292,0.011,2,0,0,0,0.080769,0.015625,36,0.8065,1.3273,0.4311,26,2,21,826,1285,529,1.0,0.0,0,0
