window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop
11,5000,3176,2,3,0,1.9952,1,17.2,4,3168,4.55,0.9578,3315.9,8,1.0,126,6,16,1232,0.001621,0.0257,19.2308,10,9.0,0.0156,0.0046,0,0,0,0,0.088785,0.015625,53,0.824,0.5608,0.3293,55,41,30,802,1266,521,1.0,0.0,0,0
12,5000,3123,3,5,0,1.9945,2,17.1,10,3108,4.54,0.9503,3286.2,15,1.0,117,4,13,1178,0.001787,0.027,37.8788,11,9.6,0.0159,0.0053,1,0,0,0,0.058824,0.015625,50,0.7344,0.6197,0.3322,52,35,30,810,1249,515,1.0,0.0,0,0
13,5000,3201,0,0,1,1.9852,2,17.1,5,3191,4.57,0.9777,3274.0,10,1.0,111,1,7,1128,0.001734,0.0295,28.0899,12,10.4,0.0161,0.0051,0,0,0,0,0.050938,0.015625,49,0.6933,0.6706,0.3378,50,32,29,838,1249,522,1.0,0.0,0,0
14,5000,3254,0,0,3,1.9847,1,17.1,4,3245,4.64,0.9947,3271.4,9,1.0,101,0,10,1073,0.001723,0.0312,26.5487,13,11.4,0.017,0.0066,0,0,0,0,0.073864,0.015625,48,0.7885,0.7445,0.3419,49,25,27,836,1265,516,1.0,0.0,0,0
15,5000,3280,1,5,0,1.9321,1,17.0,3278,0,4.71,1.0042,3273.3,9,1.0,94,1,8,999,0.001862,0.0357,25.788,14,12.4,0.0209,0.0059,1,0,0,0,0.052198,0.015625,47,0.7007,0.7967,0.3463,48,21,25,797,1370,522,1.0,0.0,0,0
16,5000,3092,0,0,3,1.906,1,16.9,2,3085,4.51,0.9508,3252.0,7,1.0,88,7,13,957,0.001913,0.0302,18.9873,15,12.8,0.0193,0.0061,0,0,0,0,0.048338,0.015625,46,0.6768,0.845,0.3498,47,18,23,798,1209,491,1.0,0.0,0,0
17,5000,3027,1,5,3,1.8508,1,16.7,5,3017,4.46,0.938,3227.0,10,1.0,84,1,5,927,0.002053,0.0594,32.7869,16,13.6,0.0271,0.0075,1,0,0,0,0.075,0.015625,44,0.7917,0.8981,0.3573,45,15,24,797,1159,506,1.0,0.0,0,0
18,5000,3211,2,5,1,1.9247,1,16.7,5,3202,4.66,0.9956,3225.3,9,1.0,81,5,8,938,0.002064,0.0387,29.1971,17,14.2,0.0246,0.0073,1,0,0,0,0.070423,0.015625,42,0.7781,0.9685,0.3639,41,14,26,828,1250,551,1.0,0.0,0,0
19,5000,3101,2,3,3,1.9737,2,16.8,0,3101,4.53,0.9652,3212.9,0,1.0,76,2,7,900,0.002135,0.0439,0.0,18,15.1,0.027,0.0076,0,0,0,0,0.064189,0.015625,40,0.7566,1.026,0.372,41,10,25,778,1219,508,1.0,0.0,0,0
20,5000,3213,2,5,3,1.9941,2,16.9,3201,0,4.61,1.0003,3213.0,13,1.0,71,5,10,888,0.002189,0.038,42.3453,19,15.4,0.0229,0.007,2,1,0,0,0.091772,0.015625,40,0.8297,1.1146,0.3791,38,9,24,847,1246,522,1.0,0.0,0,0
21,5000,3184,1,5,3,1.9858,2,16.9,0,3174,4.51,0.9918,3210.2,10,1.0,68,1,4,866,0.002188,0.0451,35.8423,20,16.2,0.0247,0.0086,1,0,0,0,0.090278,0.015625,38,0.8269,1.2049,0.3858,37,8,23,802,1274,553,1.0,0.0,0,0
22,5000,3198,2,5,3,1.9661,2,16.8,5,3183,4.62,0.9966,3209.1,15,1.0,69,5,4,873,0.002468,0.0484,53.0035,21,16.0,0.0246,0.0084,1,0,0,0,0.062284,0.015625,39,0.7491,1.2602,0.3847,35,9,25,772,1262,534,1.0,0.0,0,0
23,5000,3108,1,5,3,1.9692,2,16.8,16,3088,4.51,0.9714,3199.4,20,1.0,68,7,8,885,0.002384,0.0403,62.9371,22,16.1,0.0217,0.0075,1,0,0,0,0.080537,0.015625,39,0.806,1.3408,0.3858,34,8,26,809,1221,551,1.0,0.0,0,0
24,5000,3198,1,4,3,1.9285,2,16.8,13,3185,4.64,0.9996,3199.3,13,1.0,67,1,2,867,0.002306,0.0378,46.4286,23,16.9,0.02,0.0086,0,0,0,0,0.079038,0.015625,38,0.8023,1.4198,0.3897,34,8,25,803,1287,499,1.0,0.0,0,0
25,5000,3067,2,4,3,1.9066,2,16.7,18,3049,4.52,0.9624,3186.7,18,1.0,69,7,5,917,0.002549,0.0526,61.1511,24,16.7,0.0239,0.0097,0,0,0,0,0.108772,0.015625,40,0.8564,1.4549,0.3924,35,8,26,789,1170,486,1.0,0.0,0,0
26,5000,3221,1,5,3,1.8205,2,16.8,3225,0,4.62,1.0165,3192.2,20,1.0,69,5,5,926,0.002393,0.0393,68.2594,25,16.6,0.0235,0.0081,1,0,0,0,0.068852,0.015625,41,0.7731,1.5237,0.3924,34,7,28,820,1314,520,1.0,0.0,0,0
27,5000,3189,1,5,3,1.8352,2,16.8,10,3174,4.57,0.9991,3191.9,15,1.0,66,1,4,926,0.002346,0.0473,53.3808,26,17.5,0.0252,0.0086,1,0,0,0,0.070946,0.015625,41,0.7798,1.5947,0.3917,33,5,28,773,1349,510,1.0,0.0,0,0
28,4998,3195,1,3,3,1.6235,2,16.8,3186,0,4.53,1.0014,3192.4,11,1.0,63,3,6,913,0.002316,0.0407,31.6901,27,18.0,0.025,0.0093,0,0,0,0,0.084746,0.015625,40,0.8156,1.6794,0.3941,30,5,28,826,1294,507,1.0,0.0,0,0
29,4997,3201,1,3,1,1.733,2,16.8,3205,0,4.66,1.0047,3194.0,4,1.0,63,3,3,877,0.0023,0.0498,14.5455,28,18.3,0.0246,0.0085,0,0,0,0,0.081851,0.015625,38,0.8091,1.7613,0.3959,29,5,29,816,1260,557,1.0,0.0,0,0
30,4995,3231,0,0,1,1.7814,2,16.9,3243,0,4.67,1.0147,3199.0,3,1.0,61,3,5,877,0.001918,0.0372,7.6336,29,19.2,0.0189,0.0072,0,0,0,0,0.085502,0.015625,39,0.8173,1.8468,0.3984,29,4,28,778,1331,491,1.0,0.0,0,0
31,4991,3197,1,4,3,1.914,1,16.7,2,3195,4.61,0.9994,3198.8,2,1.0,57,3,7,862,0.002168,0.0496,7.9051,30,20.0,0.0232,0.0089,0,0,0,0,0.083969,0.015625,39,0.8139,1.9002,0.4012,28,4,25,781,1303,527,1.0,0.0,0,0
32,4987,3216,0,0,3,1.9742,1,16.8,3219,0,4.56,1.0083,3201.5,9,1.0,55,9,11,848,0.00231,0.0322,30.1003,31,19.5,0.0228,0.0071,0,0,0,0,0.067524,0.015625,39,0.7686,1.9517,0.4003,25,5,25,802,1298,575,1.0,0.0,0,0
33,4985,3196,0,0,3,1.9899,1,16.7,4,3187,4.6,0.9984,3201.0,9,1.0,54,0,1,810,0.002215,0.0453,34.749,32,20.3,0.0264,0.0093,0,0,0,0,0.064151,0.015625,38,0.7564,2.0158,0.4007,24,5,25,765,1273,553,1.0,0.0,0,0
34,4983,3160,0,0,3,1.983,1,16.8,4,3156,4.54,0.9884,3197.1,4,1.0,51,0,3,797,0.002259,0.0418,15.748,33,21.8,0.0208,0.0091,0,0,0,0,0.060837,0.015625,38,0.7432,2.0538,0.4003,22,5,24,803,1202,544,1.0,0.0,0,0
35,4980,3241,1,5,3,1.9547,1,16.5,3264,0,4.67,1.0206,3204.1,6,1.0,50,2,3,815,0.002163,0.0682,19.4553,34,23.0,0.029,0.0112,1,0,0,0,0.068182,0.015625,38,0.7708,2.1145,0.4022,21,5,24,804,1306,521,1.0,0.0,0,0
36,4979,3168,2,5,3,1.9329,1,16.4,8,3146,4.6,0.9898,3200.6,22,1.0,52,10,8,851,0.002445,0.0554,84.9421,35,22.5,0.0309,0.0119,2,0,0,0,0.081181,0.015625,38,0.8075,2.144,0.4041,22,5,25,793,1264,545,1.0,0.0,0,0
37,4974,3155,1,4,3,1.8451,2,16.4,16,3129,4.53,0.9871,3196.3,26,1.0,52,5,5,815,0.002604,0.0433,97.3783,36,21.4,0.0264,0.0098,0,0,0,0,0.075812,0.015625,33,0.7939,2.1729,0.4058,22,7,23,794,1238,510,1.0,0.0,0,0
38,4972,3167,1,5,3,1.9172,2,16.3,11,3146,4.6,0.9917,3193.5,21,1.0,53,4,3,854,0.002788,0.0695,84.3373,37,21.9,0.025,0.0129,1,0,0,0,0.100386,0.015625,35,0.8444,2.2076,0.4066,23,6,24,783,1301,516,1.0,0.0,0,0
39,4972,3199,0,0,3,1.904,2,16.4,3197,0,4.64,1.0018,3194.1,3,1.0,52,0,1,847,0.002362,0.0449,12.6582,38,23.3,0.0238,0.0096,0,0,0,0,0.077551,0.015625,34,0.7985,2.2607,0.4089,23,6,23,818,1245,514,1.0,0.0,0,0
40,4971,3114,1,3,3,1.8752,1,16.3,0,3109,4.51,0.9773,3186.5,5,1.0,54,6,4,863,0.002136,0.038,22.0264,39,23.3,0.0221,0.0093,0,0,0,0,0.080169,0.015625,35,0.8051,2.2775,0.4103,24,6,24,793,1283,516,1.0,0.0,0,0
41,4971,3155,1,5,3,1.889,1,16.3,0,3140,4.61,0.9911,3183.5,15,1.0,57,6,3,889,0.002133,0.0411,48.8599,40,22.9,0.0216,0.0078,1,0,0,0,0.06962,0.015625,37,0.7756,2.3187,0.4112,25,6,26,846,1202,481,1.0,0.0,0,0
42,4969,3126,0,0,3,1.9313,2,16.4,1,3120,4.59,0.9836,3178.0,6,1.0,52,1,6,869,0.002259,0.0433,21.0084,41,25.2,0.023,0.0094,0,0,0,0,0.082677,0.015625,35,0.811,2.3777,0.4124,24,3,25,788,1217,532,1.0,0.0,0,0
43,4969,3136,3,5,3,1.9183,1,17.7,6,3120,4.56,0.988,3174.0,16,1.0,54,3,1,879,0.002148,0.0426,57.971,42,25.1,0.022,0.0087,1,0,0,0,0.106383,0.015625,34,0.8531,2.4345,0.4136,25,3,26,764,1264,535,1.0,0.0,0,0
44,4968,3215,1,3,3,1.9035,1,19.0,3238,0,4.67,1.0208,3181.0,9,1.0,52,3,5,901,0.001806,0.0341,24.6479,43,26.9,0.0212,0.0085,0,0,0,0,0.071672,0.015625,34,0.782,2.4618,0.4154,24,3,25,791,1263,540,1.0,0.0,0,0
45,4968,3116,1,5,3,1.8449,2,16.5,15,3101,4.48,0.9815,3174.8,15,1.0,54,4,2,915,0.002002,0.0429,55.7621,44,26.9,0.0216,0.0088,1,0,0,0,0.071429,0.015625,35,0.7812,2.4939,0.4167,24,3,27,784,1229,549,1.0,0.0,0,0
46,4966,3171,0,0,3,1.8911,2,16.6,4,3167,4.63,0.9989,3174.4,4,1.0,52,1,3,900,0.001963,0.0404,11.4504,45,28.3,0.0217,0.0081,0,0,0,0,0.0625,0.015625,35,0.75,2.5344,0.4179,23,3,26,831,1251,521,1.0,0.0,0,0
47,4966,3115,1,3,3,1.9305,1,16.6,5,3110,4.5,0.983,3168.8,5,1.0,50,1,3,877,0.002031,0.0449,19.305,46,28.6,0.0258,0.0092,0,0,0,0,0.104869,0.015625,35,0.851,2.5793,0.4198,23,2,25,741,1267,532,1.0,0.0,0,0
48,4964,3165,0,0,3,1.9502,1,20.3,3,3162,4.66,0.9989,3168.4,3,1.0,48,0,2,854,0.002043,0.0471,12.0968,47,30.2,0.0251,0.0104,0,0,0,0,0.066667,0.015625,34,0.7656,2.6028,0.4206,21,2,25,791,1243,535,1.0,0.0,0,0
49,4964,3179,2,5,1,1.9732,1,23.9,3180,0,4.57,1.0056,3170.3,8,1.0,49,2,1,852,0.002135,0.0575,31.4961,48,29.6,0.0246,0.0106,1,0,0,0,0.111111,0.015625,35,0.8594,2.6335,0.4214,21,2,26,742,1332,541,1.0,0.0,0,0
50,4964,3172,0,0,1,1.9446,1,19.8,3171,0,4.61,1.0008,3170.5,2,1.0,48,0,1,852,0.002031,0.0556,7.722,49,31.2,0.0263,0.011,0,0,0,0,0.122222,0.015625,35,0.8722,2.6631,0.4239,21,2,25,811,1310,524,0.0007,0.9993,2974.9,1.5
51,4963,3146,2,5,1,1.8598,1,16.3,9,3137,4.63,0.993,3168.2,9,1.0,49,2,1,863,0.00205,0.05,32.7273,50,31.4,0.025,0.0094,1,0,0,0,0.078571,0.015625,34,0.8011,2.6988,0.4252,21,2,26,767,1287,521,0.0008,0.9992,3247.1,1.3
52,4960,3114,2,4,3,1.9015,1,16.3,9,3105,4.57,0.9845,3163.0,9,1.0,50,4,3,907,0.001925,0.0539,24.4755,51,31.5,0.0243,0.0101,0,0,0,0,0.090909,0.015625,37,0.8281,2.7527,0.4266,21,2,27,771,1246,511,0.0006,0.9994,2715.9,2.0
53,4960,3087,1,4,3,1.7983,2,16.2,9,3078,4.57,0.9782,3155.8,9,1.0,50,1,1,904,0.001791,0.0417,31.6901,52,32.1,0.0235,0.0097,0,1,0,0,0.086806,0.015625,36,0.82,2.7997,0.4285,21,3,26,780,1237,461,0.001,0.999,2675.6,1.6
54,4958,3176,0,0,3,1.8843,2,16.2,3184,0,4.63,1.0101,3159.1,7,1.0,48,0,2,888,0.001842,0.061,24.3902,53,34.4,0.0259,0.0109,0,1,0,0,0.077966,0.015625,36,0.7996,2.8607,0.4297,21,3,24,844,1245,509,0.0008,0.9992,2875.3,1.8
55,4956,3178,0,0,3,1.842,1,16.1,3181,0,4.61,1.0074,3161.6,4,1.0,46,0,2,848,0.001767,0.0511,17.1674,54,35.6,0.0283,0.0124,0,0,0,0,0.076596,0.015625,35,0.796,2.9245,0.4319,19,3,24,816,1263,488,0.0008,0.9992,2907.5,1.8
56,4956,3130,3,5,3,1.8729,1,16.2,14,3111,4.53,0.9909,3158.6,19,1.0,50,6,2,905,0.001942,0.0469,72.2892,55,33.7,0.0234,0.0095,1,0,0,0,0.066406,0.015625,36,0.7647,2.9558,0.4329,20,3,27,743,1282,496,0.0009,0.9991,2710.9,1.9
57,4956,3086,0,0,3,1.8073,1,16.3,3,3080,4.55,0.9792,3151.7,6,1.0,51,6,5,921,0.001845,0.0469,20.2429,56,33.6,0.0227,0.0089,0,0,0,0,0.097656,0.015625,36,0.84,2.9987,0.4339,22,3,26,816,1226,510,0.0008,0.9992,2849.0,1.6
58,4955,3106,3,5,3,1.7934,1,16.3,3,3093,4.56,0.9869,3147.3,13,1.0,55,6,2,943,0.001823,0.0359,40.8163,57,31.1,0.0214,0.0088,1,0,0,0,0.065359,0.015625,37,0.7609,3.0445,0.4344,21,6,28,836,1224,509,0.0009,0.9991,2713.7,1.6
59,4955,3110,4,5,1,1.83,1,16.3,7,3093,4.56,0.9893,3143.8,17,1.0,57,4,2,1019,0.001946,0.0588,60.4982,58,30.9,0.0198,0.01,3,0,0,0,0.069204,0.015625,38,0.7742,3.0791,0.4343,23,5,29,771,1256,525,0.0009,0.9991,2875.4,1.5
60,4952,3138,4,5,3,1.8894,2,16.2,12,3113,4.63,0.9983,3143.2,25,1.0,64,13,6,1093,0.001786,0.0306,69.7674,59,27.5,0.0186,0.0063,1,0,0,0,0.061111,0.015625,40,0.7443,3.1013,0.4338,22,7,35,813,1231,536,0.0014,0.9986,2557.6,1.5
61,4952,3066,1,5,3,1.9429,2,16.3,6,3055,4.52,0.9777,3135.9,11,1.0,62,3,5,1100,0.001918,0.0388,34.7003,60,29.2,0.0199,0.0076,1,0,0,0,0.059701,0.015625,40,0.7383,3.1222,0.4324,21,6,35,795,1224,517,0.0008,0.9992,2901.6,1.5
62,4952,3182,1,5,3,1.9408,2,18.2,3217,0,4.67,1.0248,3144.1,5,1.0,57,1,6,1084,0.001789,0.0368,16.1812,61,32.6,0.0205,0.0072,1,0,0,0,0.055215,0.015625,41,0.717,3.1498,0.4314,20,5,32,825,1265,538,0.0008,0.9992,2853.1,1.8
63,4949,3156,3,5,1,1.9865,2,23.7,3150,0,4.57,1.0057,3146.0,14,1.0,60,5,2,1100,0.001683,0.039,40.3458,62,31.9,0.0199,0.0084,2,0,0,0,0.052925,0.015625,41,0.7048,3.1832,0.4304,20,5,35,775,1248,548,0.0009,0.9991,2843.3,1.8
64,4949,3189,0,0,1,1.9907,2,17.2,3223,0,4.66,1.0235,3153.8,5,1.0,58,0,2,1091,0.001677,0.052,15.1976,63,33.7,0.0204,0.0098,0,0,0,0,0.057803,0.015625,41,0.7297,3.2237,0.4296,20,4,34,801,1276,523,0.0009,0.9991,2771.6,1.9
65,4947,3182,2,5,1,1.9975,1,16.7,3181,0,4.56,1.0118,3157.7,14,1.0,56,2,4,1102,0.001671,0.0428,48.11,64,34.5,0.0204,0.0086,1,1,0,0,0.065789,0.015625,41,0.7625,3.2632,0.4298,18,4,34,826,1249,543,0.001,0.999,2921.9,1.7
66,4946,3168,3,5,1,1.9991,1,16.7,3168,0,4.59,1.0058,3159.6,10,1.0,57,3,2,1103,0.001729,0.0435,31.6456,65,34.7,0.0208,0.009,1,0,0,0,0.07764,0.015625,40,0.7988,3.2756,0.4295,18,4,35,795,1280,503,0.0011,0.9989,2757.4,1.6
67,4942,3157,0,0,1,1.9837,2,16.6,0,3157,4.66,0.9992,3159.4,0,1.0,57,0,0,1092,0.001581,0.0311,0.0,66,35.7,0.0185,0.0064,0,0,0,0,0.074534,0.015625,39,0.7904,3.3129,0.43,18,4,35,778,1256,555,0.0009,0.9991,3044.1,1.7
68,4940,3090,0,0,3,1.9372,1,16.6,3,3087,4.54,0.9801,3152.8,3,1.0,59,3,1,1105,0.00151,0.0362,10.2041,67,35.4,0.0184,0.0068,0,0,0,0,0.069079,0.015625,39,0.7738,3.3523,0.4304,18,5,36,779,1247,481,0.001,0.999,2918.3,1.5
69,4939,3109,0,0,3,1.8623,1,16.5,3,3104,4.5,0.9874,3148.6,5,1.0,57,2,4,1086,0.001508,0.0417,14.2857,68,35.4,0.02,0.0079,0,1,0,0,0.065972,0.015625,39,0.7632,3.3732,0.43,17,3,37,802,1193,515,0.0009,0.9991,2634.5,1.9
70,4934,3100,0,0,3,1.8003,1,16.4,3,3097,4.5,0.986,3144.0,3,1.0,56,0,1,1077,0.001477,0.0333,10.3806,69,36.9,0.0191,0.0078,0,0,0,0,0.073333,0.015625,39,0.7869,3.3898,0.4305,17,3,36,791,1216,513,0.0009,0.9991,2952.2,1.7
71,4932,3153,2,5,3,1.8366,1,16.5,3148,0,4.56,1.004,3145.3,10,1.0,57,2,1,1098,0.001471,0.037,32.1543,70,37.2,0.0209,0.0068,2,0,0,0,0.061728,0.015625,39,0.7469,3.4145,0.4307,18,3,36,776,1233,542,0.0009,0.9991,2895.8,1.9
72,4928,3122,0,0,3,1.9328,1,16.3,0,3117,4.6,0.9933,3143.1,5,1.0,56,0,1,1073,0.001554,0.0411,15.1057,71,37.7,0.0208,0.0079,0,0,0,0,0.079179,0.015625,38,0.8027,3.4468,0.4304,18,3,35,817,1202,514,0.0007,0.9993,2840.8,2.0
73,4923,3026,1,3,1,1.9344,1,16.4,3,3018,4.51,0.9662,3131.9,8,1.0,57,4,3,1089,0.001472,0.0433,25.3968,72,37.8,0.0206,0.0079,0,0,0,0,0.065015,0.015625,39,0.7597,3.4684,0.4294,18,5,34,735,1226,484,0.0008,0.9992,2772.0,2.0
74,4921,3122,2,5,1,1.9633,1,16.3,9,3104,4.65,0.9971,3131.0,18,1.0,56,3,4,1098,0.001613,0.0402,50.4451,73,37.2,0.0209,0.0087,2,1,0,0,0.071839,0.015625,40,0.7825,3.4943,0.4285,19,4,33,766,1279,515,0.0009,0.9991,2996.6,1.8
75,4919,3185,0,0,3,1.9798,2,16.4,3195,0,4.67,1.0242,3139.0,20,1.0,58,7,5,1121,0.001618,0.0378,54.2169,74,36.9,0.0186,0.0069,0,0,0,0,0.052326,0.015625,41,0.7014,3.5321,0.4272,20,4,34,809,1255,548,0.0012,0.9988,2855.7,1.9
76,4916,3096,0,0,3,1.9908,1,19.2,13,3078,4.61,0.9876,3134.9,18,1.0,56,1,3,1081,0.001509,0.0475,56.4784,75,38.0,0.0188,0.0079,0,0,0,0,0.063291,0.015625,39,0.7531,3.5827,0.4267,19,4,33,811,1216,464,0.0007,0.9993,2911.6,2.0
77,4914,3130,1,5,3,1.9839,1,24.0,10,3115,4.5,0.9986,3134.4,15,1.0,56,1,1,1084,0.001332,0.0449,46.729,76,38.9,0.0188,0.007,1,0,0,0,0.050898,0.015625,40,0.693,3.6157,0.4255,20,4,32,799,1264,519,0.001,0.999,2588.9,2.2
78,4913,3157,2,5,3,1.9067,1,16.6,3148,0,4.64,1.0088,3137.3,17,1.0,61,10,5,1153,0.001396,0.0272,37.4267,77,36.7,0.018,0.0066,1,0,0,0,0.059783,0.015625,45,0.7386,3.6428,0.4239,22,4,35,818,1241,508,0.001,0.999,2817.1,1.7
79,4913,3163,2,5,3,1.8984,2,16.6,3172,0,4.71,1.0137,3141.9,13,1.0,61,2,2,1159,0.001412,0.0345,35.3261,78,37.5,0.0186,0.0064,1,1,0,0,0.05305,0.015625,44,0.7055,3.672,0.4225,23,4,34,794,1304,505,0.001,0.999,2901.5,1.7
80,4912,3113,0,0,3,1.8641,2,16.3,1,3109,4.57,0.9917,3139.1,4,1.0,59,1,3,1144,0.001324,0.0341,8.1301,79,39.6,0.0189,0.0069,0,0,0,0,0.081365,0.015625,45,0.808,3.7035,0.4221,22,3,34,803,1204,515,0.0009,0.9991,2917.7,1.7
81,4910,3102,0,0,3,1.8641,1,16.3,0,3102,4.62,0.9893,3135.6,0,1.0,55,0,4,1088,0.001231,0.0398,0.0,80,42.9,0.0201,0.0071,0,1,0,0,0.061162,0.015625,42,0.7445,3.7402,0.4219,21,3,31,810,1210,538,0.001,0.999,3013.0,1.6
82,4907,3169,0,0,3,1.874,1,16.3,3188,0,4.55,1.0151,3140.6,0,1.0,54,0,1,1060,0.001295,0.0401,0.0,81,44.6,0.0211,0.0076,0,0,0,0,0.058642,0.015625,40,0.7336,3.768,0.4212,20,3,31,783,1286,514,0.001,0.999,3008.7,1.6
83,4907,3055,2,5,1,1.9053,1,16.3,5,3045,4.46,0.9753,3132.4,10,1.0,56,2,0,1084,0.001345,0.0343,28.8184,82,44.0,0.0196,0.0085,2,0,0,0,0.062857,0.015625,41,0.7514,3.8108,0.421,22,3,31,740,1267,492,0.001,0.999,3012.9,1.7
84,4907,3134,0,0,3,1.8537,1,16.3,3131,0,4.64,1.001,3132.8,5,1.0,54,0,2,1046,0.00141,0.0364,15.5763,83,43.7,0.0203,0.0069,0,1,0,0,0.051515,0.015625,40,0.6967,3.8351,0.4203,22,3,29,799,1245,492,0.001,0.999,3173.1,1.6
85,4907,3186,0,0,3,1.9724,1,16.4,3221,0,4.62,1.028,3142.0,9,1.0,55,4,3,1052,0.001519,0.053,28.9389,84,42.7,0.0198,0.0086,0,0,0,0,0.056075,0.015625,41,0.7214,3.8476,0.4192,21,3,31,852,1258,469,0.0009,0.9991,2964.7,1.7
86,4906,3057,1,4,3,1.9598,1,16.3,8,3049,4.56,0.9755,3133.9,8,1.0,55,1,1,1056,0.001558,0.0588,25.7235,85,43.3,0.0199,0.0087,0,0,0,0,0.058824,0.015625,41,0.7344,3.8568,0.418,21,3,31,786,1247,479,0.0009,0.9991,2732.2,2.0
87,4904,3143,1,5,1,1.9849,1,16.3,3142,0,4.67,1.0055,3135.8,11,1.0,55,3,3,1078,0.001447,0.0394,28.3019,86,43.5,0.0189,0.0077,1,0,0,0,0.078788,0.015625,41,0.8017,3.869,0.418,20,3,32,811,1222,534,0.0009,0.9991,2997.4,1.7
88,4902,3042,0,0,3,1.9813,2,16.3,0,3032,4.55,0.9729,3126.8,10,1.0,58,5,2,1080,0.001368,0.0359,33.7838,87,42.2,0.0196,0.0084,0,0,0,0,0.058824,0.015625,44,0.7344,3.8936,0.4175,20,3,35,797,1159,508,0.0009,0.9991,3078.1,1.6
