window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop
1,5000,6107,21,5,0,1.9993,0,18.8,0,0,6.63,1.0,6107.0,587,1.0,359,545,186,2002,0.000985,0.0077,422.9107,0,0.0,0.005,0.0013,2,0,0,0,0.033186,0.015625,64,0.5292,0.0332,0.2349,91,182,86,2108,1376,1493,1.0,0.0,0,0
2,5000,4086,5,5,0,1.9992,0,17.6,462,3606,5.44,0.8597,4769.0,480,1.0,341,14,32,2079,0.001087,0.007,403.0227,1,1.0,0.0051,0.0012,1,0,0,0,0.028187,0.015625,64,0.4457,0.0597,0.2193,99,161,81,1318,1318,738,1.0,0.0,0,0
3,5000,3646,4,5,0,1.9992,0,17.1,319,3328,5.12,0.8712,4225.0,318,1.0,292,12,61,2054,0.001118,0.0102,315.1635,2,1.9,0.0075,0.0017,1,0,0,0,0.030636,0.015625,64,0.49,0.0841,0.2204,97,117,78,1016,1316,660,1.0,0.0,0,0
4,5000,3440,0,0,1,1.9992,0,17.0,109,3334,4.95,0.8832,3919.8,106,1.0,214,1,79,1863,0.001274,0.0187,137.0757,3,2.9,0.0124,0.0025,0,0,0,0,0.033076,0.015625,63,0.5276,0.1091,0.2248,87,70,57,933,1345,532,1.0,0.0,0,0
5,5000,3302,1,3,0,1.9991,0,17.0,14,3273,4.67,0.89,3715.5,29,1.0,201,8,21,1592,0.001473,0.0194,46.3122,4,3.8,0.0145,0.0033,0,0,0,0,0.033926,0.015625,61,0.5394,0.1414,0.2296,79,68,54,861,1304,548,1.0,0.0,0,0
6,5000,3235,0,0,3,1.9991,1,17.0,0,3235,4.63,0.9041,3578.2,0,1.0,181,0,20,1523,0.001463,0.0173,0.0,5,4.8,0.0149,0.0033,0,0,0,0,0.036468,0.015625,60,0.5715,0.174,0.2377,74,57,50,808,1294,534,1.0,0.0,0,0
7,5000,3163,1,3,0,1.9925,1,17.0,4,3159,4.51,0.9104,3474.4,4,1.0,164,5,22,1456,0.001563,0.0201,6.3425,6,5.7,0.0156,0.0036,0,0,0,0,0.038229,0.015625,58,0.5913,0.1961,0.2468,70,50,44,789,1267,540,1.0,0.0,0,0
8,5000,3193,0,0,3,1.9944,1,16.9,0,3193,4.6,0.9358,3411.9,0,1.0,144,0,20,1292,0.001631,0.0192,0.0,7,6.7,0.0107,0.0037,0,0,0,0,0.042735,0.015625,56,0.6344,0.2335,0.2547,62,40,42,813,1240,545,1.0,0.0,0,0
9,5000,3229,2,5,0,1.9898,1,16.8,0,3220,4.52,0.9567,3375.3,9,1.0,132,2,14,1237,0.001739,0.0271,20.9302,8,7.5,0.0214,0.0049,2,0,0,0,0.045147,0.015625,55,0.6539,0.2606,0.2649,60,33,39,835,1299,534,1.0,0.0,0,0
10,5000,3217,1,4,0,1.9977,1,16.8,2,3215,4.55,0.9613,3346.5,2,1.0,129,3,6,1230,0.00177,0.0323,5.1151,9,8.3,0.0199,0.0051,0,0,0,0,0.047264,0.015625,55,0.6694,0.2954,0.2748,60,30,39,832,1246,528,1.0,0.0,0,0
11,5000,3201,0,0,1,1.9979,2,17.0,0,3201,4.56,0.9635,3322.3,0,1.0,126,0,3,1208,0.001642,0.0283,0.0,10,9.3,0.0167,0.005,0,0,0,0,0.053985,0.015625,55,0.7106,0.3494,0.2845,58,29,39,812,1283,531,1.0,0.0,0,0
12,5000,3162,1,4,0,1.9756,1,16.8,2,3156,4.59,0.9589,3297.6,6,1.0,126,4,4,1225,0.001508,0.0243,15.2284,11,10.1,0.0142,0.0041,0,0,0,0,0.048662,0.015625,56,0.6789,0.3883,0.2904,56,31,39,793,1227,570,1.0,0.0,0,0
13,5000,3196,4,5,3,1.9899,1,16.7,6,3176,4.65,0.9735,3283.1,20,1.0,118,10,18,1215,0.001796,0.0338,47.9798,12,10.5,0.0223,0.0057,2,0,0,0,0.062802,0.015625,52,0.7512,0.427,0.3006,55,24,39,834,1274,515,1.0,0.0,0,0
14,5000,3198,0,0,1,1.9549,2,16.8,4,3194,4.6,0.9775,3271.8,4,1.0,112,0,6,1146,0.001753,0.0315,10.1523,13,11.4,0.0197,0.0054,0,0,0,0,0.072639,0.015625,49,0.7849,0.4512,0.3072,52,22,38,788,1311,512,1.0,0.0,0,0
15,5000,3153,3,5,3,1.9448,1,16.7,8,3135,4.52,0.9681,3256.9,18,1.0,103,4,13,1099,0.001893,0.0391,45.6853,14,11.9,0.0196,0.0061,2,0,0,0,0.046455,0.015625,48,0.6637,0.483,0.3138,50,17,36,796,1254,521,1.0,0.0,0,0
16,5000,3182,2,5,3,1.9709,1,16.9,1,3166,4.59,0.9797,3248.1,16,1.0,98,3,8,1100,0.001888,0.0409,43.0108,15,12.6,0.0221,0.007,2,1,0,0,0.043478,0.015625,49,0.6406,0.5213,0.3168,49,12,37,794,1281,511,1.0,0.0,0,0
17,5000,3156,0,0,1,1.9657,2,16.8,0,3143,4.57,0.9747,3237.9,13,1.0,90,3,11,1056,0.0019,0.0499,34.6821,16,13.8,0.0232,0.0077,0,0,0,0,0.060942,0.015625,48,0.7436,0.5463,0.3214,43,11,36,821,1262,522,1.0,0.0,0,0
