window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop
1,5000,5945,20,5,0,1.9997,0,18.4,0,0,6.55,1.0,5945.0,611,1.0,384,570,186,2126,0.000947,0.0102,427.77,0,0.0,0.0086,0.0012,3,0,0,0,0.031823,0.015625,63,0.509,0.0318,0.2758,130,180,74,2123,1330,1404,1.0,0.0,0,0
2,5000,4098,4,4,0,1.9998,0,17.5,475,3596,5.49,0.8705,4721.7,502,1.0,370,21,35,2190,0.00103,0.0089,386.276,1,1.0,0.0061,0.0012,0,0,0,0,0.031398,0.015625,63,0.5024,0.06,0.2485,130,167,73,1344,1317,749,1.0,0.0,0,0
3,5000,3630,1,3,0,1.9997,0,17.2,295,3351,5.15,0.8728,4188.8,279,1.0,302,10,78,2149,0.001025,0.0099,262.3106,2,1.9,0.0056,0.0014,0,0,0,0,0.033384,0.015625,62,0.532,0.0934,0.2456,121,122,59,1014,1336,602,1.0,0.0,0,0
4,5000,3458,2,5,0,1.9997,0,16.9,121,3349,4.93,0.8903,3903.3,109,1.0,223,5,84,1886,0.001207,0.0138,135.9102,3,2.8,0.0069,0.0022,1,0,0,0,0.039404,0.015625,62,0.6035,0.1189,0.239,98,72,53,965,1345,533,1.0,0.0,0,0
5,5000,3266,1,4,0,1.9997,0,16.9,26,3239,4.69,0.8857,3692.2,27,1.0,201,4,26,1576,0.00146,0.0191,45.5312,4,3.8,0.0127,0.0031,0,0,0,0,0.042925,0.015625,62,0.636,0.1538,0.234,93,61,47,899,1245,523,1.0,0.0,0,0
6,5000,3132,0,0,3,1.9994,0,16.9,6,3121,4.6,0.8867,3532.1,11,1.0,183,2,20,1470,0.001539,0.0281,21.2355,5,4.7,0.0164,0.0035,0,0,0,0,0.033771,0.015625,62,0.5373,0.1875,0.2345,86,51,46,810,1238,517,1.0,0.0,0,0
7,5000,3217,0,0,3,1.9983,1,16.8,8,3209,4.6,0.9316,3453.4,8,1.0,165,4,22,1391,0.001601,0.0226,15.873,6,5.7,0.0132,0.0037,0,0,0,0,0.054511,0.015625,61,0.7134,0.2214,0.2402,81,43,41,816,1232,548,1.0,0.0,0,0
8,5000,3140,1,5,0,1.995,1,16.8,5,3131,4.58,0.9282,3383.9,9,1.0,150,2,17,1310,0.001662,0.0219,16.5289,7,6.6,0.0155,0.0039,1,0,0,0,0.059642,0.015625,61,0.738,0.2546,0.2461,72,37,41,805,1238,540,1.0,0.0,0,0
9,5000,3229,2,5,1,1.9973,1,16.9,4,3220,4.64,0.963,3353.0,9,1.0,140,6,16,1294,0.001702,0.0287,17.1306,8,7.4,0.0192,0.0046,1,0,0,0,0.067762,0.015625,58,0.7694,0.3224,0.2492,69,33,38,844,1289,515,1.0,0.0,0,0
10,5000,3184,1,3,0,1.9824,2,16.7,0,3179,4.58,0.9584,3322.2,5,1.0,134,4,10,1250,0.001643,0.0247,11.655,9,8.2,0.0149,0.0043,0,0,0,0,0.053812,0.015625,57,0.7096,0.3695,0.2548,65,32,37,824,1206,518,1.0,0.0,0,0
