window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop
16,5000,3219,0,0,1,1.994,1,16.9,0,3219,4.63,0.9965,3230.2,0,1.0,86,0,1,969,0.002087,0.04,0.0,15,13.0,0.0221,0.0074,0,0,0,0,0.052308,0.015625,49,0.7013,0.6414,0.3063,43,20,23,833,1240,533,1.0,0.0,0,0
17,5000,3189,0,0,0,1.9708,1,16.6,0,3189,4.57,0.9886,3225.7,0,1.0,81,0,5,945,0.002024,0.0478,0.0,16,14.2,0.0223,0.008,0,0,0,0,0.061433,0.015625,46,0.7457,0.6755,0.3077,42,16,23,792,1255,534,1.0,0.0,0,0
18,5000,3195,1,5,1,1.9218,1,16.8,0,3190,4.6,0.9915,3222.4,5,1.0,76,1,6,890,0.002189,0.0418,17.9211,17,14.9,0.0244,0.0076,1,0,0,0,0.045296,0.015625,45,0.655,0.7069,0.3102,41,12,23,784,1270,520,1.0,0.0,0,0
19,5000,3124,0,0,1,1.9218,1,16.8,0,3119,4.53,0.9724,3212.6,5,1.0,73,0,3,869,0.002155,0.0445,17.8571,18,15.8,0.026,0.0084,0,0,0,0,0.047945,0.015625,45,0.6741,0.7377,0.3129,38,12,23,774,1265,514,1.0,0.0,0,0
20,5000,3129,0,0,0,1.9156,1,16.8,0,3124,4.51,0.9764,3204.6,5,1.0,70,0,3,846,0.001996,0.0444,19.084,19,16.7,0.0235,0.0082,0,0,0,0,0.055556,0.015625,45,0.7188,0.7636,0.315,37,11,22,789,1215,501,1.0,0.0,0,0
21,5000,3213,2,5,3,1.9926,1,17.0,3217,0,4.64,1.0072,3207.0,13,1.0,70,5,5,847,0.002164,0.0438,53.9419,20,16.3,0.0187,0.0087,1,0,0,0,0.075697,0.015625,44,0.7936,0.7955,0.318,38,9,23,823,1271,529,1.0,0.0,0,0
22,5000,3232,0,0,3,1.9943,1,17.0,3244,0,4.56,1.0115,3210.9,4,1.0,67,0,3,826,0.002293,0.0414,15.3846,21,17.5,0.0269,0.0097,0,0,0,0,0.067669,0.015625,42,0.7691,0.8256,0.3195,37,8,22,806,1301,532,1.0,0.0,0,0
23,5000,3131,1,3,3,1.9803,1,17.0,8,3123,4.53,0.9774,3203.3,8,1.0,65,3,5,823,0.002309,0.0435,29.6296,22,18.0,0.0287,0.0099,0,0,0,0,0.068841,0.015625,42,0.773,0.8509,0.3237,34,8,23,761,1267,491,1.0,0.0,0,0
24,5000,3211,3,5,3,1.9629,1,17.0,3196,0,4.64,1.0047,3204.9,24,1.0,68,10,7,904,0.002332,0.0495,71.0451,23,17.3,0.0244,0.0094,2,0,0,0,0.062706,0.015625,42,0.7508,0.874,0.3252,34,7,27,796,1284,516,1.0,0.0,0,0
25,5000,3171,1,5,3,1.9252,2,17.1,4,3157,4.55,0.9904,3201.7,14,1.0,67,5,6,887,0.002501,0.0424,51.0949,24,17.2,0.0225,0.0084,1,0,0,0,0.056537,0.015625,40,0.7236,0.9235,0.328,33,6,28,806,1261,540,1.0,0.0,0,0
26,4999,3170,1,5,3,1.9243,2,17.1,4,3161,4.52,0.991,3198.7,9,1.0,67,1,1,909,0.002301,0.0348,29.4118,25,18.0,0.0225,0.0083,1,0,0,0,0.060127,0.015625,41,0.7401,0.9488,0.3297,33,6,28,775,1293,515,1.0,0.0,0,0
27,4999,3159,2,5,1,1.9205,2,17.0,6,3143,4.56,0.9888,3194.9,16,1.0,64,4,7,932,0.002481,0.0418,50.5051,26,18.5,0.0247,0.0094,2,0,0,0,0.064309,0.015625,39,0.757,1.0131,0.3316,31,5,28,815,1254,526,1.0,0.0,0,0
28,4999,3212,0,0,3,1.9053,2,17.1,3213,0,4.66,1.0074,3197.4,8,1.0,66,6,4,923,0.002461,0.0375,26.4901,27,18.5,0.022,0.0078,0,0,0,0,0.065625,0.015625,41,0.7619,1.0788,0.3344,32,6,28,804,1283,534,1.0,0.0,0,0
29,4999,3204,0,0,3,1.9525,1,17.0,3208,0,4.6,1.003,3198.4,0,1.0,59,0,7,868,0.002361,0.0399,0.0,28,19.3,0.0247,0.0092,0,0,0,0,0.083056,0.015625,40,0.8119,1.1618,0.3378,30,6,23,804,1267,520,1.0,0.0,0,0
30,4999,3228,1,5,1,1.9494,1,18.6,3239,0,4.67,1.0129,3202.7,5,1.0,56,1,4,860,0.002429,0.0512,17.6056,29,20.8,0.0253,0.0106,1,0,0,0,0.051195,0.015625,39,0.6948,1.213,0.3412,29,5,22,805,1279,569,1.0,0.0,0,0
31,4999,3168,2,5,1,1.8365,1,16.4,0,3158,4.6,0.9902,3199.4,10,1.0,56,2,2,883,0.002711,0.0519,37.4532,30,21.2,0.0273,0.0106,2,0,0,0,0.066667,0.015625,40,0.7656,1.2797,0.3423,30,5,21,805,1280,544,1.0,0.0,0,0
32,4994,3113,0,0,3,1.805,2,16.4,0,3108,4.48,0.9755,3191.2,5,1.0,54,0,2,858,0.002344,0.0417,19.2308,31,21.8,0.027,0.0104,0,0,0,0,0.075758,0.015625,40,0.7937,1.3327,0.3439,29,4,21,759,1238,520,1.0,0.0,0,0
33,4992,3213,0,0,3,1.861,1,16.3,3218,0,4.64,1.0099,3194.5,8,1.0,55,3,2,868,0.002248,0.0446,30.7692,32,21.8,0.0252,0.0094,0,0,0,0,0.074349,0.015625,41,0.7898,1.4071,0.3471,28,4,23,772,1321,550,1.0,0.0,0,0
34,4989,3213,0,0,3,1.7866,1,16.3,3208,0,4.59,1.0066,3196.7,10,1.0,54,2,3,878,0.001983,0.0412,32.2581,33,22.5,0.0237,0.0095,0,0,0,0,0.054983,0.015625,40,0.7158,1.4586,0.3492,29,4,21,786,1278,528,1.0,0.0,0,0
35,4988,3187,0,0,3,1.7197,1,16.4,3,3184,4.5,0.9972,3195.8,3,1.0,49,0,5,840,0.002141,0.0404,11.4943,34,24.1,0.0279,0.0109,0,0,0,0,0.055147,0.015625,40,0.7167,1.5138,0.3513,26,4,19,781,1257,557,1.0,0.0,0,0
36,4986,3186,1,3,3,1.8497,1,16.6,3,3178,4.64,0.9972,3194.9,8,1.0,50,4,3,816,0.002228,0.0544,34.632,35,23.2,0.0266,0.0113,0,0,0,0,0.079498,0.015625,40,0.8035,1.564,0.353,26,5,19,797,1265,506,1.0,0.0,0,0
37,4984,3158,0,0,3,1.9218,1,16.7,3,3150,4.55,0.9895,3191.4,8,1.0,50,0,0,816,0.002115,0.0549,32.3887,36,24.2,0.0253,0.0101,0,0,0,0,0.054902,0.015625,40,0.7154,1.6071,0.3543,26,5,19,750,1293,514,1.0,0.0,0,0
38,4982,3203,2,3,3,1.9054,1,16.7,3197,0,4.63,1.0047,3193.0,11,1.0,51,6,5,845,0.001969,0.0396,38.0228,37,23.8,0.0237,0.0095,0,0,0,0,0.053957,0.015625,42,0.7104,1.6611,0.355,27,5,19,791,1296,523,1.0,0.0,0,0
39,4980,3214,1,4,3,1.7895,1,16.6,3216,0,4.54,1.0088,3195.9,8,1.0,52,1,0,845,0.002153,0.0472,31.8725,38,24.4,0.0254,0.0101,0,0,0,0,0.062992,0.015625,40,0.752,1.6965,0.3553,27,5,20,845,1303,492,1.0,0.0,0,0
40,4980,3221,4,5,3,1.8866,2,16.5,3217,0,4.61,1.0111,3199.6,18,1.0,56,8,4,911,0.002234,0.0586,57.1429,39,22.9,0.0211,0.0092,1,0,0,0,0.058621,0.015625,43,0.7335,1.7448,0.3545,28,5,23,814,1316,511,1.0,0.0,0,0
41,4977,3234,0,0,1,1.9543,2,16.5,3259,0,4.68,1.0176,3205.6,3,1.0,54,0,2,890,0.002121,0.0421,10.7914,40,24.6,0.0214,0.0094,0,0,0,0,0.059649,0.015625,42,0.7381,1.7904,0.3554,27,5,22,783,1339,539,1.0,0.0,0,0
42,4975,3098,1,3,1,1.9749,1,16.5,3,3095,4.53,0.9695,3195.3,3,1.0,52,1,3,881,0.001859,0.0547,11.1524,41,25.0,0.0235,0.0097,0,0,0,0,0.054745,0.015625,41,0.7146,1.8269,0.3553,25,4,23,750,1233,543,1.0,0.0,0,0
43,4972,3164,1,3,3,1.9759,1,16.4,7,3152,4.58,0.9911,3192.3,12,1.0,55,8,5,886,0.001934,0.0447,42.8571,42,22.3,0.0239,0.0093,0,0,0,0,0.061856,0.015625,40,0.7474,1.8853,0.3563,24,5,26,790,1253,510,1.0,0.0,0,0
44,4972,3148,0,0,3,1.9521,2,16.5,3,3145,4.59,0.9874,3188.1,3,1.0,50,0,5,876,0.001818,0.0474,11.4504,43,24.4,0.024,0.0102,0,0,0,0,0.065693,0.015625,40,0.7622,1.9145,0.3571,22,4,24,800,1242,500,1.0,0.0,0,0
45,4971,3155,2,5,3,1.9464,1,16.4,8,3147,4.52,0.9906,3185.0,8,1.0,47,2,5,872,0.002054,0.0352,32.3887,44,26.5,0.0241,0.0083,1,0,0,0,0.078125,0.015625,38,0.8,1.9457,0.3579,21,2,24,787,1223,538,1.0,0.0,0,0
46,4969,3204,0,0,3,1.9334,1,16.4,3211,0,4.62,1.0074,3187.4,0,1.0,46,0,1,836,0.002162,0.0514,0.0,45,27.9,0.0265,0.0118,0,0,0,0,0.067194,0.015625,37,0.7675,1.9774,0.3585,21,2,23,823,1288,494,1.0,0.0,0,0
47,4966,3234,2,5,3,1.9328,1,16.4,3254,0,4.65,1.0228,3195.1,14,1.0,49,7,4,875,0.00198,0.0599,50.9091,46,27.0,0.026,0.0112,2,0,0,0,0.066901,0.015625,39,0.7664,2.0267,0.3585,25,2,22,813,1305,530,1.0,0.0,0,0
48,4963,3181,1,5,3,1.9086,1,16.4,0,3171,4.61,0.996,3193.8,10,1.0,49,1,1,873,0.002165,0.0397,37.037,47,27.1,0.0231,0.0092,1,0,0,0,0.072202,0.015625,39,0.7836,2.0447,0.3582,24,2,23,796,1307,506,1.0,0.0,0,0
49,4963,3216,1,5,3,1.8631,2,16.5,3215,0,4.62,1.0108,3197.4,17,1.0,48,3,4,907,0.00202,0.0444,58.3658,48,28.3,0.0238,0.0109,1,0,0,0,0.07037,0.015625,39,0.778,2.0817,0.3584,25,2,21,823,1296,506,1.0,0.0,0,0
50,4963,3131,1,4,3,1.9259,2,16.4,0,3117,4.59,0.9812,3191.1,14,1.0,50,3,1,894,0.001745,0.0451,50.3597,49,28.1,0.0233,0.0093,0,0,0,0,0.0625,0.015625,39,0.75,2.1199,0.3588,25,2,23,799,1207,529,0.001,0.999,2605.5,1.7
51,4960,3185,3,5,1,1.8967,2,16.4,9,3162,4.55,0.9983,3190.5,23,1.0,55,6,1,947,0.00197,0.0415,83.3333,50,26.5,0.0202,0.0089,1,0,0,0,0.062284,0.015625,40,0.7491,2.1372,0.3582,27,2,26,789,1286,510,0.0009,0.9991,2564.1,1.6
52,4959,3170,2,4,2,1.852,2,16.3,12,3153,4.51,0.9942,3188.6,17,1.0,52,3,6,971,0.001965,0.0556,51.3699,51,28.9,0.0231,0.0097,0,0,0,0,0.081699,0.015625,40,0.8087,2.1438,0.3589,25,2,25,768,1261,545,0.0009,0.9991,2814.1,1.5
53,4956,3207,1,5,3,1.8702,2,16.3,3210,0,4.62,1.0092,3191.6,11,1.0,50,1,3,942,0.00187,0.0484,36.3036,52,29.3,0.0231,0.0094,1,0,0,0,0.067742,0.015625,38,0.7693,2.1857,0.3605,23,3,24,814,1254,530,0.0008,0.9992,3040.8,1.5
54,4956,3147,0,0,3,1.7629,2,16.3,6,3141,4.47,0.9873,3187.4,6,1.0,50,0,0,942,0.001757,0.0339,21.2014,53,30.3,0.0209,0.0079,0,0,0,0,0.071186,0.015625,38,0.7805,2.2196,0.3619,23,3,24,791,1252,491,0.0008,0.9992,2931.8,1.9
55,4954,3137,1,5,1,1.9439,1,16.4,11,3126,4.57,0.9857,3182.6,11,1.0,50,1,1,962,0.001828,0.0337,38.1944,54,31.2,0.0222,0.008,1,1,0,0,0.080808,0.015625,39,0.8066,2.2668,0.3637,23,3,24,798,1286,485,0.0008,0.9992,2866.8,1.8
56,4951,3052,0,0,1,1.9617,1,16.3,4,3048,4.5,0.9627,3170.2,4,1.0,47,1,4,941,0.001684,0.0351,10.8696,55,32.7,0.0227,0.0079,0,0,0,0,0.066667,0.015625,39,0.7656,2.3018,0.3657,21,3,23,782,1200,497,0.0008,0.9992,2964.4,2.0
57,4950,3175,1,5,0,1.9952,1,16.3,3168,0,4.74,1.0017,3170.7,8,1.0,48,1,0,926,0.001875,0.0508,25.8065,56,33.0,0.0238,0.0107,1,0,0,0,0.08254,0.015625,37,0.8107,2.3336,0.3675,22,3,23,816,1262,528,0.0009,0.9991,2732.1,1.9
58,4949,3158,4,5,3,1.8683,1,16.3,6,3147,4.63,0.9964,3169.5,11,1.0,51,8,5,966,0.001931,0.0387,37.1747,57,29.6,0.0216,0.0085,1,0,0,0,0.080986,0.015625,41,0.8071,2.3582,0.3674,21,4,26,826,1227,504,0.001,0.999,2442.2,1.9
59,4948,3224,4,5,3,1.8864,2,16.4,3237,0,4.65,1.0272,3178.6,28,1.0,53,6,4,1009,0.001992,0.0361,84.6395,58,29.4,0.0197,0.0078,2,1,0,0,0.072289,0.015625,40,0.7839,2.3763,0.3674,24,3,26,791,1283,538,0.0011,0.9989,2764.1,1.5
60,4947,3112,0,0,3,1.8814,2,16.4,5,3102,4.55,0.981,3172.3,10,1.0,52,0,1,975,0.001858,0.0381,30.03,59,30.9,0.0219,0.0085,0,0,0,0,0.070381,0.015625,38,0.778,2.3968,0.3684,23,3,26,805,1200,520,0.0008,0.9992,2927.5,1.8
61,4946,3242,1,5,3,1.9241,1,16.4,3280,0,4.7,1.0332,3183.4,9,1.0,52,1,1,992,0.001682,0.0502,29.1262,60,31.9,0.0213,0.0091,1,0,0,0,0.056426,0.015625,39,0.7231,2.4156,0.3686,23,3,26,871,1257,539,0.0009,0.9991,2846.8,1.9
62,4946,3089,0,0,3,1.968,1,16.4,0,3089,4.56,0.9731,3174.4,0,1.0,51,0,1,982,0.00164,0.0476,0.0,61,33.5,0.0216,0.0084,0,1,0,0,0.064626,0.015625,38,0.7582,2.4395,0.3693,23,3,25,751,1241,502,0.001,0.999,2770.4,1.7
63,4944,3198,0,0,3,1.985,1,16.4,3221,0,4.54,1.0141,3179.1,3,1.0,48,3,6,983,0.001467,0.0407,0.0,62,36.2,0.0217,0.0097,0,1,0,0,0.057627,0.015625,41,0.7289,2.4564,0.3699,22,3,23,737,1338,541,0.0008,0.9992,2934.8,1.9
64,4941,3226,2,4,3,1.9874,1,16.3,3252,0,4.64,1.0241,3187.2,12,1.0,52,7,3,972,0.001719,0.0364,41.8118,63,33.1,0.0206,0.0085,0,0,0,0,0.076159,0.015625,39,0.7948,2.4862,0.3703,26,3,23,821,1269,533,0.0009,0.9991,3044.3,1.7
65,4940,3089,2,5,3,1.8887,1,16.2,3,3081,4.45,0.972,3177.8,8,1.0,53,2,1,987,0.001883,0.05,27.972,64,33.0,0.0214,0.0097,1,0,0,0,0.066667,0.015625,39,0.7656,2.4962,0.3696,26,3,24,737,1249,550,0.001,0.999,2873.5,1.7
66,4939,3185,0,0,1,1.833,2,16.5,3177,0,4.68,1.002,3178.5,8,1.0,54,3,2,1002,0.001612,0.0321,24.0964,65,33.3,0.0189,0.007,0,0,0,0,0.072886,0.015625,39,0.7856,2.5195,0.3694,26,3,25,846,1253,518,0.0009,0.9991,2840.2,1.8
67,4934,3230,1,5,3,1.7748,1,16.6,3244,0,4.68,1.0231,3186.3,16,1.0,53,4,5,1028,0.001599,0.0374,47.4777,66,34.5,0.0205,0.0083,1,0,0,0,0.071839,0.015625,40,0.7825,2.5891,0.3699,25,3,25,825,1279,526,0.001,0.999,2779.0,1.8
68,4929,3101,0,0,3,1.8664,1,16.3,6,3095,4.49,0.9757,3178.2,6,1.0,51,3,5,984,0.001614,0.0392,20.2703,67,35.7,0.0215,0.0084,0,0,0,0,0.065359,0.015625,40,0.7609,2.6512,0.3697,24,4,23,784,1235,518,0.0008,0.9992,3057.4,1.9
69,4928,3182,0,0,3,1.8568,1,16.4,3177,0,4.59,1.0014,3178.6,6,1.0,49,0,2,976,0.001487,0.0453,19.802,68,38.1,0.0212,0.009,0,1,0,0,0.067961,0.015625,39,0.7701,2.7192,0.3697,24,4,21,780,1287,539,0.0009,0.9991,2903.8,1.7
70,4925,3196,1,4,1,1.8982,1,16.3,3209,0,4.62,1.0112,3182.4,9,1.0,50,1,0,967,0.00144,0.0426,28.2132,69,38.3,0.022,0.008,0,0,0,0,0.057751,0.015625,39,0.7294,2.7708,0.3702,24,4,22,830,1259,526,0.0008,0.9992,2968.6,2.0
71,4920,2993,2,5,1,1.9384,1,16.1,5,2978,4.44,0.9459,3164.3,15,1.0,53,4,1,1014,0.001639,0.0436,48.6111,70,37.1,0.0211,0.0086,2,0,0,0,0.063758,0.015625,40,0.7549,2.8178,0.3706,24,4,25,756,1207,471,0.0009,0.9991,3049.6,1.6
72,4919,3175,0,0,1,1.9194,2,16.2,3172,0,4.59,1.005,3166.0,10,1.0,50,0,3,983,0.001532,0.0399,34.3643,71,39.9,0.0206,0.0084,0,0,0,0,0.07309,0.015625,38,0.7862,2.8909,0.3713,23,3,24,820,1298,510,0.0009,0.9991,2924.0,1.9
73,4916,3016,0,0,0,1.889,1,18.0,1,3005,4.44,0.9569,3151.7,11,1.0,49,1,2,993,0.001493,0.0532,37.037,72,41.7,0.0211,0.0091,0,0,0,0,0.070922,0.015625,38,0.7797,2.9228,0.3719,23,3,23,749,1182,499,0.0009,0.9991,3094.8,1.7
74,4916,3078,0,0,0,1.93,1,16.2,0,3078,4.53,0.9788,3144.7,0,1.0,49,0,0,976,0.001246,0.0373,0.0,73,42.7,0.0227,0.0086,0,0,0,0,0.093168,0.015625,38,0.8323,3.016,0.3734,23,3,23,796,1225,475,0.001,0.999,2891.0,1.8
75,4913,3165,0,0,0,1.9431,1,23.0,3179,0,4.63,1.0099,3148.0,0,1.0,49,0,0,975,0.001327,0.0387,0.0,74,43.7,0.0217,0.0076,0,0,0,0,0.073944,0.015625,38,0.7887,3.0688,0.3741,23,3,23,787,1258,499,0.0009,0.9991,3184.3,1.7
76,4913,3061,1,5,0,1.8342,1,23.2,2,3054,4.45,0.9749,3139.7,7,1.0,51,3,1,1007,0.00132,0.0515,21.2014,75,42.9,0.0219,0.0091,1,0,0,0,0.061856,0.015625,39,0.7474,3.1272,0.375,24,3,24,789,1223,506,0.0011,0.9989,2938.0,1.4
77,4911,3152,1,5,0,1.9735,1,23.4,3160,0,4.64,1.0073,3142.1,5,1.0,52,1,0,1017,0.001321,0.0411,15.1057,76,43.1,0.0212,0.0094,1,0,0,0,0.064516,0.015625,40,0.7578,3.1917,0.3754,24,3,25,796,1244,532,0.0013,0.9987,2800.8,1.7
78,4911,3105,3,3,3,1.9683,2,23.4,4,3086,4.58,0.9893,3138.6,19,1.0,56,11,7,1078,0.001101,0.0401,28.9572,77,40.9,0.0195,0.0078,0,0,0,0,0.05615,0.015625,45,0.7217,3.2399,0.3759,24,6,26,786,1254,507,0.0009,0.9991,2883.2,1.8
79,4910,3104,2,5,3,1.9533,2,23.4,0,3079,4.65,0.99,3135.3,25,1.0,56,2,2,1077,0.001452,0.0427,68.2493,78,40.5,0.0201,0.009,2,0,0,0,0.102564,0.015625,42,0.8477,3.3424,0.3758,23,5,28,785,1279,486,0.001,0.999,2770.5,1.7
80,4910,3096,2,4,0,1.9638,2,21.8,7,3076,4.55,0.9887,3131.5,20,1.0,57,3,2,1112,0.001523,0.0339,56.213,79,40.5,0.0185,0.008,0,0,0,0,0.09322,0.015625,43,0.8324,3.4356,0.3762,23,5,29,828,1178,519,0.0009,0.9991,2846.4,1.9
81,4910,3135,2,5,1,1.9662,2,16.0,3127,0,4.67,1.0027,3132.4,14,1.0,56,2,3,1130,0.001452,0.0444,40.1146,80,42.0,0.0177,0.0086,2,1,0,0,0.113889,0.015625,43,0.8628,3.5495,0.3758,23,3,30,818,1196,509,0.001,0.999,2939.1,1.8
82,4909,3109,1,5,3,1.9709,2,16.0,6,3093,4.57,0.9932,3130.2,16,1.0,55,3,4,1122,0.001581,0.0503,43.6047,81,43.7,0.0188,0.0093,1,0,0,0,0.089385,0.015625,43,0.8252,3.6389,0.3756,22,3,30,824,1203,496,0.0009,0.9991,2775.0,2.0
83,4907,3142,0,0,3,1.9687,2,16.0,3156,0,4.62,1.01,3133.5,9,1.0,55,0,0,1098,0.001444,0.0464,28.5714,82,44.7,0.019,0.0084,0,0,0,0,0.108359,0.015625,41,0.8558,3.7473,0.3759,22,3,30,790,1261,500,0.0009,0.9991,3103.1,1.8
84,4906,3007,1,3,3,1.981,1,15.9,8,2994,4.54,0.9633,3121.5,13,1.0,56,4,3,1127,0.001227,0.0362,37.5723,83,44.8,0.0182,0.0067,0,0,0,0,0.119777,0.015625,41,0.8695,3.8671,0.3763,21,3,32,739,1231,459,0.001,0.999,2929.5,1.7
85,4905,3080,1,3,3,1.9837,1,16.1,3,3077,4.58,0.988,3117.5,3,1.0,56,1,1,1099,0.001142,0.0317,8.7719,84,44.6,0.0191,0.0062,0,0,0,0,0.069164,0.015625,40,0.7741,3.9362,0.3769,21,3,32,804,1215,486,0.001,0.999,2980.4,1.7
86,4903,3099,2,5,1,1.9885,2,16.0,6,3089,4.52,0.9946,3115.8,10,1.0,56,2,2,1132,0.001201,0.0338,31.348,85,45.5,0.0193,0.0071,1,1,0,0,0.08,0.015625,40,0.8047,4.0039,0.3772,22,3,31,830,1235,471,0.0009,0.9991,3006.4,1.7
87,4902,3152,0,0,3,1.9952,2,16.1,3167,0,4.53,1.0157,3120.9,3,1.0,55,0,1,1103,0.001348,0.0349,8.982,86,47.0,0.0182,0.0074,0,1,0,0,0.090116,0.015625,40,0.8266,4.0824,0.3786,22,3,30,839,1222,526,0.0009,0.9991,2994.6,1.8
88,4900,3102,0,0,3,1.9943,1,16.3,6,3091,4.48,0.9945,3119.1,11,1.0,59,8,4,1121,0.00121,0.0279,32.1637,87,44.5,0.018,0.0057,0,0,0,0,0.069638,0.015625,44,0.7756,4.152,0.3789,23,4,32,815,1197,500,0.0009,0.9991,2927.0,1.6
