window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop
1,5000,6076,21,5,0,1.999,0,18.7,0,0,6.65,1.0,6076.0,671,1.0,415,623,208,2236,0.000867,0.0067,414.3476,0,0.0,0.0044,0.001,3,0,0,0,0.034696,0.015625,64,0.5497,0.0347,0.2179,114,201,100,2055,1349,1527,1.0,0.0,0,0
2,5000,4168,5,5,0,1.9991,0,17.5,482,3655,5.55,0.8689,4814.0,513,1.0,398,12,29,2297,0.000948,0.0073,375.9178,1,1.0,0.0047,0.001,2,0,0,0,0.034059,0.015625,64,0.5412,0.0688,0.2247,113,189,96,1278,1340,829,1.0,0.0,0,0
3,5000,3626,2,3,0,1.9991,0,18.0,301,3348,5.13,0.8641,4238.0,278,1.0,316,7,89,2240,0.000968,0.0087,252.2769,2,1.9,0.0051,0.0015,0,1,0,0,0.034058,0.015625,64,0.5412,0.0912,0.2216,94,137,85,950,1335,680,1.0,0.0,0,0
4,5000,3405,2,3,0,1.9991,0,22.9,84,3334,4.87,0.8757,3913.6,71,1.0,228,4,92,1975,0.001142,0.0141,90.4459,3,2.9,0.0084,0.002,0,0,0,0,0.033514,0.015625,64,0.5338,0.1239,0.2241,75,84,69,924,1314,554,1.0,0.0,0,0
5,5000,3296,1,3,0,1.9991,0,24.6,10,3286,4.64,0.889,3707.7,10,1.0,210,9,27,1714,0.001374,0.0174,15.1261,4,3.8,0.0099,0.0028,0,0,0,0,0.050633,0.015625,64,0.6914,0.1503,0.23,74,72,64,853,1315,519,1.0,0.0,0,0
6,5000,3325,0,0,1,1.9985,2,24.8,0,3325,4.7,0.924,3598.4,0,1.0,187,0,23,1617,0.001427,0.0183,0.0,5,4.8,0.01,0.0031,0,0,0,0,0.04485,0.015625,63,0.6516,0.1806,0.2365,67,66,54,830,1355,514,1.0,0.0,0,0
7,5000,3155,2,5,0,1.9967,1,21.6,5,3147,4.53,0.9047,3487.5,8,1.0,167,3,23,1503,0.001522,0.0273,15.0862,6,5.7,0.0139,0.0037,1,0,0,0,0.037815,0.015625,61,0.5868,0.2163,0.2365,60,60,47,800,1257,528,1.0,0.0,0,0
8,5000,3241,2,5,0,1.9994,1,16.7,5,3231,4.64,0.9441,3432.8,10,1.0,153,5,19,1436,0.001533,0.0215,20.2247,7,6.5,0.0147,0.0037,1,0,0,0,0.053648,0.015625,59,0.7087,0.2609,0.2441,57,50,46,848,1265,531,1.0,0.0,0,0
9,5000,3155,4,4,0,1.9942,2,16.6,10,3137,4.52,0.9342,3377.2,18,1.0,150,7,10,1418,0.001579,0.022,39.8126,8,7.3,0.0132,0.0041,0,0,0,0,0.07489,0.015625,60,0.7914,0.2921,0.2476,56,48,46,831,1203,502,1.0,0.0,0,0
10,5000,3158,1,4,0,1.9737,2,16.8,0,3153,4.56,0.9463,3337.3,5,1.0,140,1,11,1359,0.00157,0.0235,11.3122,9,8.2,0.0128,0.0042,0,0,0,0,0.053419,0.015625,58,0.7075,0.337,0.2511,52,46,42,794,1283,505,1.0,0.0,0,0
11,5000,3230,2,4,1,1.9562,2,17.0,3,3218,4.67,0.9731,3319.5,12,1.0,126,3,17,1300,0.001562,0.0301,28.9855,10,9.2,0.0193,0.0046,0,0,0,0,0.060185,0.015625,55,0.7404,0.3971,0.2595,47,42,37,822,1271,521,1.0,0.0,0,0
12,5000,3257,1,4,1,1.9521,2,21.8,4,3253,4.62,0.984,3309.8,4,1.0,122,1,5,1248,0.001733,0.0263,10.7817,11,10.0,0.0171,0.0049,0,0,0,0,0.063158,0.015625,54,0.7526,0.4419,0.2671,44,40,38,840,1316,520,1.0,0.0,0,0
13,5000,3159,2,3,1,1.9377,2,24.0,5,3150,4.54,0.9607,3288.3,9,1.0,119,5,8,1225,0.001669,0.0265,22.0386,12,10.6,0.0159,0.0051,0,0,0,0,0.04244,0.015625,53,0.6318,0.479,0.2732,43,37,39,796,1288,495,1.0,0.0,0,0
14,5000,3211,2,4,3,1.9888,2,22.6,7,3204,4.61,0.9796,3278.0,7,1.0,117,5,7,1195,0.001679,0.0298,18.1818,13,11.2,0.0211,0.0062,0,0,0,0,0.057072,0.015625,53,0.7262,0.5361,0.2779,43,37,37,796,1297,522,1.0,0.0,0,0
15,5000,3226,0,0,3,1.9964,2,17.0,0,3226,4.69,0.9861,3271.5,0,1.0,105,0,12,1113,0.001716,0.0269,0.0,14,12.1,0.018,0.0054,0,0,0,0,0.071856,0.015625,53,0.7826,0.6079,0.2824,42,32,31,815,1268,526,1.0,0.0,0,0
16,5000,3156,0,0,3,1.9941,1,17.0,0,3156,4.56,0.9687,3257.9,0,1.0,98,0,7,1065,0.001743,0.0364,0.0,15,13.5,0.0192,0.006,0,0,0,0,0.060606,0.015625,53,0.7422,0.6413,0.286,41,28,29,745,1260,541,1.0,0.0,0,0
17,5000,3143,1,3,3,1.9517,1,17.0,0,3143,4.56,0.9685,3245.1,0,1.0,95,1,4,1046,0.001587,0.0353,0.0,16,14.3,0.0186,0.0062,0,0,0,0,0.043478,0.015625,52,0.6406,0.6848,0.2921,39,27,29,767,1304,502,1.0,0.0,0,0
18,5000,3228,1,5,1,1.9385,1,16.9,0,3223,4.54,0.9953,3243.3,5,1.0,91,1,5,1036,0.001591,0.0301,15.528,17,15.1,0.0168,0.0057,1,0,0,0,0.054217,0.015625,50,0.7118,0.733,0.3008,37,26,28,801,1253,537,1.0,0.0,0,0
19,5000,3208,1,5,3,1.896,2,16.8,5,3203,4.57,0.9902,3239.8,5,1.0,84,1,8,1000,0.001814,0.0414,16.5563,18,15.9,0.0247,0.0078,1,0,0,0,0.057325,0.015625,49,0.7274,0.7839,0.3056,33,22,29,794,1287,558,1.0,0.0,0,0
20,5000,3254,1,3,1,1.9237,2,16.9,3270,0,4.67,1.0095,3243.1,4,1.0,84,5,5,977,0.001978,0.0458,13.468,19,16.0,0.0241,0.0073,0,0,0,0,0.058824,0.015625,47,0.7344,0.8395,0.311,33,19,32,794,1283,530,1.0,0.0,0,0
21,5000,3206,0,0,3,1.9324,2,16.7,4,3199,4.59,0.9897,3239.5,7,1.0,84,3,3,974,0.001893,0.0413,18.4049,20,16.6,0.0199,0.0068,0,0,0,0,0.056047,0.015625,47,0.7212,0.8896,0.3138,34,19,31,833,1315,511,1.0,0.0,0,0
22,5000,3166,1,4,3,1.9792,1,16.8,7,3159,4.61,0.9794,3232.5,7,1.0,81,1,4,947,0.001921,0.0397,24.055,21,17.2,0.0236,0.0075,0,0,0,0,0.062914,0.015625,47,0.7516,0.9227,0.317,34,17,30,765,1297,495,1.0,0.0,0,0
23,5000,3208,1,5,3,1.9679,1,16.7,5,3203,4.62,0.9931,3230.2,5,1.0,77,1,5,941,0.001939,0.0401,17.0648,22,18.2,0.0282,0.008,1,0,0,0,0.080268,0.015625,45,0.8053,0.9562,0.321,34,15,28,833,1292,502,1.0,0.0,0,0
24,5000,3176,0,0,3,1.9833,2,16.7,6,3170,4.6,0.9848,3225.0,6,1.0,75,1,3,924,0.001793,0.0439,20.7612,23,19.0,0.0233,0.0089,0,0,0,0,0.091216,0.015625,45,0.8287,0.9731,0.3261,33,14,28,784,1282,541,1.0,0.0,0,0
