window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop
1,5000,5971,19,5,0,1.9997,0,18.0,0,0,6.56,1.0,5971.0,585,1.0,358,541,183,2050,0.001002,0.0093,410.5263,0,0.0,0.0074,0.0012,4,0,0,0,0.033898,0.015625,64,0.5391,0.0339,0.2779,105,158,95,2080,1427,1395,1.0,0.0,0,0
2,5000,4009,5,5,0,1.9997,0,17.3,437,3550,5.44,0.8619,4679.0,459,1.0,336,21,43,2144,0.001118,0.0095,368.9711,1,1.0,0.0079,0.0014,4,0,0,0,0.031746,0.015625,64,0.5078,0.0656,0.2624,103,139,94,1312,1275,701,1.0,0.0,0,0
3,5000,3542,3,5,0,1.9997,0,17.0,283,3264,5.03,0.8646,4121.0,278,1.0,287,10,59,2104,0.00115,0.0105,272.7273,2,1.9,0.0078,0.0016,1,0,0,0,0.03537,0.015625,64,0.5582,0.0932,0.2501,103,104,80,1005,1258,592,1.0,0.0,0,0
4,5000,3357,1,3,0,1.9997,0,17.1,95,3281,4.85,0.8839,3825.0,76,1.0,206,2,83,1864,0.001275,0.014,101.2146,3,2.8,0.01,0.0024,0,0,0,0,0.043174,0.015625,62,0.6381,0.1307,0.2487,89,63,54,919,1291,530,1.0,0.0,0,0
5,5000,3229,1,4,0,1.9997,0,17.7,7,3220,4.6,0.8906,3626.7,9,1.0,154,1,53,1589,0.001598,0.0196,16.5746,4,3.8,0.0142,0.0034,0,0,0,0,0.047463,0.015625,59,0.6708,0.1781,0.2596,68,42,44,878,1228,503,1.0,0.0,0,0
6,5000,3240,1,4,0,1.9998,2,16.7,10,3232,4.65,0.9219,3516.8,8,1.0,144,4,14,1358,0.001886,0.0255,17.8571,5,4.7,0.0151,0.0045,0,0,0,0,0.046809,0.015625,55,0.6662,0.2249,0.2726,65,36,43,840,1278,513,1.0,0.0,0,0
7,5000,3196,3,6,0,1.9962,2,16.7,10,3182,4.63,0.93,3436.6,14,1.0,136,6,14,1312,0.001804,0.0263,32.7869,6,5.5,0.0145,0.0044,0,1,0,0,0.061404,0.015625,56,0.7455,0.2864,0.2749,58,33,45,852,1237,506,1.0,0.0,0,0
8,5000,3243,0,0,3,1.9973,2,16.7,8,3231,4.63,0.9556,3393.6,12,1.0,121,0,15,1189,0.002041,0.0261,29.703,7,6.5,0.016,0.0047,0,0,0,0,0.042755,0.015625,55,0.6345,0.3291,0.2826,52,28,41,875,1262,526,1.0,0.0,0,0
9,5000,3114,1,4,0,1.9956,1,16.6,12,3099,4.54,0.9332,3337.8,15,1.0,110,2,13,1145,0.001941,0.0358,40.4313,8,7.5,0.0163,0.0062,0,0,0,0,0.069054,0.015625,54,0.7737,0.3982,0.2972,45,26,39,780,1236,517,1.0,0.0,0,0
10,5000,3148,1,5,0,1.9911,1,16.4,15,3133,4.59,0.953,3303.3,15,1.0,106,6,10,1113,0.002071,0.0386,37.7834,9,8.2,0.0171,0.0058,1,0,0,0,0.06747,0.015625,52,0.7684,0.4536,0.3109,45,22,39,761,1276,515,1.0,0.0,0,0
11,5000,3165,1,3,0,1.9962,2,16.3,5,3156,4.51,0.9649,3280.3,9,1.0,101,4,9,1078,0.002012,0.026,23.9521,10,9.0,0.0157,0.0057,0,0,0,0,0.080925,0.015625,51,0.8069,0.5345,0.3236,45,20,36,791,1242,556,1.0,0.0,0,0
12,5000,3194,1,4,0,1.997,2,16.4,4,3187,4.6,0.9779,3267.2,7,1.0,98,2,5,1031,0.001965,0.0332,22.1519,11,9.9,0.0198,0.0063,0,0,0,0,0.063444,0.015625,49,0.7537,0.598,0.3372,44,18,36,797,1256,554,1.0,0.0,0,0
13,5000,3152,1,5,1,1.9899,2,16.4,2,3145,4.58,0.9696,3250.7,7,1.0,92,3,9,1013,0.00195,0.0348,21.148,12,10.8,0.022,0.0068,1,0,0,0,0.057971,0.015625,47,0.7305,0.6327,0.3475,41,15,36,845,1220,502,1.0,0.0,0,0
14,5000,3156,0,0,3,1.9886,2,16.3,0,3156,4.49,0.9747,3238.1,0,1.0,85,0,7,956,0.00207,0.0376,0.0,13,11.8,0.0226,0.0072,0,0,0,0,0.068966,0.015625,44,0.7734,0.6641,0.3563,36,15,34,811,1240,546,1.0,0.0,0,0
15,5000,3211,0,0,3,1.9792,1,16.5,1,3210,4.57,0.9927,3234.7,1,1.0,79,1,7,917,0.002138,0.0463,0.0,14,12.9,0.0269,0.0092,0,0,0,0,0.070988,0.015625,44,0.7799,0.6949,0.3646,32,15,32,797,1286,544,1.0,0.0,0,0
16,5000,3153,0,0,3,1.9938,1,16.5,0,3153,4.51,0.9776,3225.1,0,1.0,75,0,4,871,0.002131,0.0382,0.0,15,13.9,0.024,0.0078,0,0,0,0,0.0625,0.015625,42,0.75,0.747,0.3772,32,15,28,773,1280,517,1.0,0.0,0,0
17,5000,3137,2,6,3,1.9957,1,16.7,5,3128,4.5,0.9756,3215.3,9,1.0,72,2,5,880,0.002126,0.0424,32.2581,16,14.5,0.0247,0.0081,0,0,0,0,0.067138,0.015625,41,0.7673,0.7859,0.3846,30,14,28,782,1285,542,1.0,0.0,0,0
18,5000,3219,3,5,1,1.997,1,16.7,3207,0,4.68,1.001,3215.7,12,1.0,71,5,6,890,0.002256,0.0418,40.0,17,14.5,0.0225,0.0082,1,0,0,0,0.067524,0.015625,42,0.7686,0.8525,0.3897,29,10,32,818,1279,536,1.0,0.0,0,0
19,5000,3154,1,4,3,1.9436,2,16.7,6,3148,4.52,0.9827,3209.5,6,1.0,68,1,4,870,0.002259,0.0397,22.0588,18,15.1,0.0226,0.0082,0,0,0,0,0.061372,0.015625,39,0.7454,0.9139,0.3944,26,9,33,781,1252,514,1.0,0.0,0,0
20,5000,3122,0,0,3,1.9446,2,16.6,3,3119,4.53,0.9753,3201.2,3,1.0,67,0,1,862,0.002289,0.0352,10.7914,19,16.1,0.0243,0.0085,0,0,0,0,0.066901,0.015625,39,0.7664,0.9667,0.4001,25,9,33,759,1241,534,1.0,0.0,0,0
