window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop
11,5000,3211,1,3,3,1.9842,1,17.7,6,3200,4.55,0.96,3344.6,11,1.0,85,4,7,933,0.002414,0.0351,40.293,10,8.5,0.0237,0.007,0,0,0,0,0.052632,0.015625,47,0.7031,0.3883,0.3023,34,26,25,818,1265,515,1.0,0.0,0,0
12,5000,3282,1,4,1,1.9321,2,17.7,8,3269,4.73,0.9841,3335.0,13,1.0,80,3,8,898,0.002586,0.0426,44.3686,11,9.3,0.0238,0.0087,0,0,0,0,0.065574,0.015625,46,0.7617,0.4461,0.3142,31,25,24,858,1243,544,1.0,0.0,0,0
13,5000,3163,2,4,3,1.8615,2,17.7,8,3150,4.56,0.9555,3310.4,13,1.0,84,4,0,911,0.002312,0.0387,43.4783,12,9.8,0.0141,0.0068,0,0,0,0,0.048387,0.015625,48,0.6771,0.4784,0.3176,33,25,26,800,1268,520,1.0,0.0,0,0
14,5000,3162,1,4,1,1.8503,2,17.6,12,3145,4.64,0.9609,3290.6,17,1.0,76,1,9,857,0.002466,0.041,59.6491,13,10.8,0.0195,0.0081,0,1,0,0,0.075085,0.015625,46,0.7919,0.5417,0.3229,31,22,23,836,1275,450,1.0,0.0,0,0
15,5000,3250,1,3,3,1.7975,2,17.8,7,3238,4.59,0.9892,3285.6,12,1.0,70,0,6,797,0.002622,0.0385,47.4308,14,11.8,0.0253,0.0084,0,0,0,0,0.057692,0.015625,45,0.7292,0.5763,0.3285,30,19,21,790,1303,540,1.0,0.0,0,0
16,5000,3181,1,4,1,1.8411,2,17.7,12,3167,4.57,0.9718,3273.2,14,1.0,71,8,7,820,0.002567,0.0456,56.7686,15,11.7,0.0267,0.01,0,0,0,0,0.062241,0.015625,45,0.749,0.6095,0.3335,30,19,22,841,1167,562,1.0,0.0,0,0
17,5000,3177,4,5,1,1.8169,2,17.7,15,3158,4.57,0.9738,3262.6,19,1.0,73,8,6,868,0.002595,0.0366,73.3591,16,11.8,0.022,0.0074,1,0,0,0,0.047619,0.015625,46,0.6719,0.6352,0.3367,29,18,26,808,1230,527,1.0,0.0,0,0
18,5000,3200,1,3,3,1.7908,2,17.6,6,3194,4.6,0.9828,3256.0,6,1.0,74,1,0,865,0.002671,0.0465,20.6186,17,12.6,0.0291,0.0092,0,0,0,0,0.056478,0.015625,44,0.7233,0.6651,0.3439,29,18,27,762,1293,523,1.0,0.0,0,0
19,5000,3159,1,5,3,1.832,2,17.7,8,3146,4.56,0.9731,3246.3,13,1.0,69,6,11,868,0.0026,0.0521,47.4453,18,13.3,0.0251,0.0092,1,0,0,0,0.055556,0.015625,46,0.7188,0.7102,0.3456,26,15,28,819,1241,508,1.0,0.0,0,0
20,5000,3183,1,4,3,1.7732,2,17.6,9,3164,4.58,0.9823,3240.2,19,1.0,69,8,8,866,0.002338,0.0306,55.5125,19,13.4,0.0215,0.0072,0,0,0,0,0.054422,0.015625,46,0.7129,0.751,0.3461,27,14,28,781,1267,537,1.0,0.0,0,0
21,5000,3204,1,4,3,1.7221,2,17.7,7,3185,4.53,0.9899,3236.8,19,1.0,68,8,9,834,0.002365,0.0404,66.9014,20,13.4,0.0251,0.0082,0,0,0,0,0.053872,0.015625,45,0.71,0.7746,0.3484,28,14,26,805,1272,524,1.0,0.0,0,0
22,5000,3231,1,4,3,1.7446,2,17.7,11,3216,4.66,0.9984,3236.2,15,1.0,61,1,8,786,0.002663,0.0455,64.9351,21,15.2,0.0216,0.0104,0,0,0,0,0.07438,0.015625,41,0.7899,0.8118,0.3532,27,13,21,833,1244,512,1.0,0.0,0,0
23,5000,3165,1,4,3,1.7197,2,17.6,11,3151,4.52,0.9803,3229.6,14,1.0,58,1,4,782,0.002713,0.0438,58.5774,22,16.4,0.0279,0.0104,0,0,0,0,0.067729,0.015625,39,0.7693,0.8556,0.3583,27,12,19,785,1237,536,1.0,0.0,0,0
24,5000,3204,2,5,3,1.8497,2,17.7,9,3190,4.59,0.9928,3227.1,14,1.0,59,5,4,795,0.002698,0.0516,57.8512,23,16.6,0.0214,0.0101,1,0,0,0,0.071429,0.015625,39,0.7812,0.9037,0.3628,28,11,20,838,1225,529,1.0,0.0,0,0
25,5000,3247,0,0,3,1.8512,2,17.7,3260,0,4.55,1.0131,3231.6,14,1.0,59,5,5,777,0.00244,0.0354,57.8512,24,16.7,0.0232,0.0083,0,0,0,0,0.062992,0.015625,37,0.752,0.9667,0.3673,28,11,20,844,1277,531,1.0,0.0,0,0
26,4999,3267,1,5,3,1.9183,1,17.8,3265,0,4.58,1.0144,3236.5,18,1.0,54,4,9,787,0.002807,0.0401,61.3027,25,17.4,0.0262,0.0087,1,0,0,0,0.076642,0.015625,36,0.7961,0.9923,0.369,26,9,19,848,1257,567,1.0,0.0,0,0
27,4998,3194,4,5,3,1.9197,1,17.7,5,3174,4.64,0.9881,3232.4,20,1.0,60,7,1,822,0.002499,0.035,73.5294,26,16.5,0.0237,0.0082,2,0,0,0,0.06993,0.015625,40,0.7766,1.0599,0.3683,28,9,23,833,1240,539,1.0,0.0,0,0
28,4998,3243,1,4,3,1.8888,2,17.7,3241,0,4.64,1.0052,3234.2,10,1.0,61,1,0,837,0.002561,0.0367,34.6021,27,17.2,0.0236,0.0076,0,0,0,0,0.046667,0.015625,41,0.6652,1.1032,0.3672,29,9,23,839,1339,503,1.0,0.0,0,0
29,4995,3148,0,0,3,1.9367,2,17.9,0,3138,4.56,0.9758,3226.0,10,1.0,59,0,2,825,0.002458,0.0493,37.037,28,18.3,0.0282,0.0103,0,0,0,0,0.056338,0.015625,41,0.7227,1.1384,0.3675,28,9,22,746,1273,526,1.0,0.0,0,0
30,4994,3141,0,0,3,1.9244,1,17.9,0,3138,4.53,0.9761,3217.9,3,1.0,57,0,2,798,0.002259,0.0476,12.1951,29,19.9,0.0226,0.0105,0,0,0,0,0.063492,0.015625,40,0.7539,1.1741,0.3692,27,9,21,799,1273,498,1.0,0.0,0,0
31,4989,3138,2,5,1,1.8775,1,17.9,5,3129,4.51,0.9775,3210.3,9,1.0,57,4,4,838,0.002287,0.0394,32.1285,30,19.8,0.0228,0.0086,1,0,0,0,0.043307,0.015625,42,0.6392,1.2017,0.369,27,8,22,823,1224,505,1.0,0.0,0,0
32,4988,3164,1,5,1,1.894,1,17.6,9,3155,4.63,0.9869,3205.9,9,1.0,57,5,5,846,0.002353,0.0382,31.6206,31,19.7,0.0229,0.0082,1,0,0,0,0.045802,0.015625,40,0.6589,1.2437,0.3679,26,8,23,785,1253,529,1.0,0.0,0,0
33,4986,3217,0,0,3,1.889,2,17.7,3223,0,4.57,1.006,3207.9,4,1.0,56,0,1,839,0.002173,0.0449,11.4943,32,21.0,0.0247,0.0095,0,0,0,0,0.05618,0.015625,40,0.7219,1.2961,0.3677,26,8,22,820,1295,530,1.0,0.0,0,0
34,4983,3157,3,5,1,1.972,1,17.6,9,3143,4.62,0.9856,3203.0,14,1.0,58,4,2,880,0.002278,0.0443,45.4545,33,20.7,0.0214,0.0093,1,0,0,0,0.070111,0.015625,41,0.7771,1.3219,0.3658,25,8,25,790,1210,528,1.0,0.0,0,0
35,4982,3120,2,5,1,1.9749,1,17.9,5,3105,4.55,0.9765,3195.1,15,1.0,60,2,0,916,0.002442,0.04,51.0204,34,21.0,0.0219,0.0091,2,0,0,0,0.053333,0.015625,43,0.707,1.3586,0.3638,25,8,27,764,1282,522,1.0,0.0,0,0
36,4979,3191,1,3,3,1.9937,2,17.9,3,3183,4.58,0.9988,3194.7,8,1.0,55,2,7,893,0.002336,0.0517,24.911,35,21.3,0.0241,0.0102,0,0,0,0,0.075862,0.015625,41,0.794,1.3724,0.3633,23,7,25,798,1256,537,1.0,0.0,0,0
37,4972,3151,3,5,3,1.9791,2,17.5,11,3135,4.56,0.9876,3190.6,16,1.0,57,5,3,940,0.002289,0.0478,48.7805,36,21.5,0.023,0.0089,2,0,0,0,0.064846,0.015625,42,0.759,1.3792,0.3624,23,6,28,832,1174,544,1.0,0.0,0,0
38,4965,3134,1,5,3,1.9731,2,17.5,10,3119,4.59,0.9839,3185.2,15,1.0,60,7,4,964,0.002013,0.0353,46.9799,37,21.3,0.0223,0.0089,1,0,0,0,0.073718,0.015625,43,0.788,1.4024,0.3618,23,6,31,767,1269,525,1.0,0.0,0,0
39,4960,3217,0,0,3,1.9688,2,17.4,3217,0,4.65,1.0141,3189.9,18,1.0,58,5,7,965,0.002136,0.0435,51.7799,38,22.2,0.0225,0.008,0,0,0,0,0.059006,0.015625,43,0.7352,1.421,0.3621,23,6,29,826,1307,495,1.0,0.0,0,0
40,4955,3223,3,5,1,1.9782,1,17.4,3225,0,4.7,1.0176,3195.8,27,1.0,56,3,5,945,0.002227,0.0423,76.2463,39,21.6,0.0227,0.0095,2,1,0,0,0.061972,0.015625,40,0.7479,1.4689,0.3618,22,5,29,828,1282,506,1.0,0.0,0,0
41,4952,3162,1,4,3,1.9892,1,17.4,7,3142,4.56,0.9907,3192.7,20,1.0,61,7,2,968,0.002092,0.0395,60.3175,40,20.8,0.0214,0.0078,0,0,0,0,0.06383,0.015625,43,0.7552,1.5054,0.3611,23,8,30,787,1251,515,1.0,0.0,0,0
42,4942,3124,0,0,3,1.9908,2,17.3,0,3114,4.52,0.9805,3186.2,10,1.0,57,0,4,956,0.002126,0.0412,36.2319,41,22.5,0.0237,0.0086,0,0,0,0,0.051546,0.015625,42,0.6969,1.5535,0.3609,22,7,28,783,1217,529,1.0,0.0,0,0
43,4939,3196,0,0,0,1.9893,1,17.4,3206,0,4.65,1.0056,3188.1,0,1.0,55,0,2,938,0.001925,0.0571,0.0,42,24.3,0.0234,0.0104,0,0,0,0,0.057143,0.015625,42,0.7266,1.5964,0.3592,21,6,28,791,1283,513,1.0,0.0,0,0
44,4934,3139,0,0,3,1.9876,1,17.3,0,3139,4.57,0.9861,3183.4,0,1.0,53,0,2,920,0.001797,0.0418,0.0,43,25.4,0.022,0.0085,0,0,0,0,0.069686,0.015625,41,0.7758,1.6521,0.3609,20,5,28,819,1246,519,1.0,0.0,0,0
45,4933,3067,2,3,3,1.9798,1,17.2,7,3060,4.51,0.9668,3172.3,7,1.0,56,7,4,957,0.001756,0.0347,21.5054,44,24.8,0.0197,0.0079,0,0,0,0,0.052083,0.015625,44,0.7,1.6938,0.3611,21,6,29,802,1216,480,1.0,0.0,0,0
46,4928,3192,3,3,3,1.9824,1,24.2,3188,0,4.62,1.0076,3174.8,11,1.0,58,5,3,976,0.001843,0.0428,28.754,45,24.9,0.0211,0.0081,0,0,0,0,0.06422,0.015625,48,0.7567,1.7488,0.3589,21,7,30,831,1274,496,1.0,0.0,0,0
47,4920,3217,0,0,3,1.9824,2,20.6,3230,0,4.76,1.0188,3181.1,11,1.0,59,4,3,978,0.001866,0.0382,36.4238,46,25.4,0.0194,0.0093,0,0,0,0,0.057325,0.015625,47,0.7274,1.7902,0.3562,22,6,31,796,1237,529,1.0,0.0,0,0
48,4915,3186,0,0,3,1.9598,1,17.2,3181,0,4.63,1.0019,3181.8,7,1.0,55,0,4,948,0.001644,0.0338,24.2215,47,27.3,0.0229,0.008,0,0,0,0,0.057432,0.015625,45,0.7279,1.824,0.3551,22,5,28,799,1285,492,1.0,0.0,0,0
49,4913,3089,0,0,3,1.9184,1,17.1,3,3086,4.48,0.9735,3173.0,3,1.0,52,0,3,913,0.001614,0.0387,10.7914,48,28.6,0.0232,0.0087,0,0,0,0,0.056338,0.015625,42,0.7227,1.8557,0.3547,21,5,26,796,1231,518,1.0,0.0,0,0
50,4909,3160,1,4,3,1.9351,1,17.1,3,3157,4.63,0.9963,3171.7,3,1.0,51,1,2,894,0.001772,0.0438,10.3806,49,29.7,0.0221,0.0088,0,1,0,0,0.053872,0.015625,42,0.71,1.886,0.3528,20,5,26,822,1263,507,0.0009,0.9991,2812.2,1.4
51,4907,3049,0,0,3,1.883,1,17.0,3,3046,4.49,0.9649,3160.0,3,1.0,48,0,3,867,0.001742,0.0496,11.583,50,30.8,0.0258,0.012,0,0,0,0,0.072519,0.015625,40,0.7845,1.9509,0.3519,17,5,26,748,1231,479,0.0009,0.9991,2724.2,1.6
52,4907,3055,1,5,3,1.842,1,23.5,3,3047,4.48,0.9698,3150.0,8,1.0,47,1,2,880,0.00176,0.0545,31.4961,51,31.2,0.0264,0.0102,1,0,0,0,0.089494,0.015625,39,0.8254,1.9781,0.3525,18,4,25,770,1184,540,0.0007,0.9993,2473.6,2.3
53,4907,3166,1,5,3,1.8779,1,24.2,3160,0,4.62,1.006,3152.0,11,1.0,49,4,2,905,0.001697,0.043,36.7647,52,30.9,0.0254,0.0091,1,0,0,0,0.057348,0.015625,40,0.7275,2.014,0.3532,19,4,26,814,1274,499,0.0013,0.9987,2679.6,1.9
54,4902,3136,2,5,3,1.9134,2,24.2,5,3126,4.63,0.9954,3150.5,10,1.0,53,5,1,934,0.001767,0.0458,34.0136,53,29.4,0.0229,0.0088,1,0,0,0,0.065359,0.015625,41,0.7609,2.0597,0.3526,18,6,29,844,1203,517,0.0008,0.9992,2440.1,1.9
55,4901,3055,1,5,3,1.9785,2,24.1,4,3041,4.53,0.9725,3141.4,14,1.0,54,6,5,968,0.00196,0.0458,48.2759,54,29.7,0.0222,0.0088,1,0,0,0,0.065359,0.015625,43,0.7609,2.0891,0.3515,20,5,29,784,1251,472,0.0008,0.9992,2645.7,1.8
56,4898,3109,4,5,3,1.9922,2,23.8,10,3080,4.56,0.9907,3138.3,29,1.0,57,6,3,1036,0.001811,0.0363,84.3023,55,28.1,0.0199,0.0069,3,0,0,0,0.069832,0.015625,45,0.7762,2.1115,0.3508,19,6,32,835,1202,495,0.0011,0.9989,2698.9,1.6
57,4897,3129,0,0,3,1.9975,2,24.5,0,3114,4.63,0.9973,3137.4,15,1.0,57,5,5,1028,0.001925,0.0388,46.2963,56,28.9,0.0191,0.0076,0,0,0,0,0.062687,0.015625,42,0.7507,2.1294,0.3499,19,5,33,798,1260,475,0.0009,0.9991,2596.1,1.7
58,4897,3114,0,0,3,1.9725,1,23.6,0,3109,4.51,0.9932,3135.2,5,1.0,56,0,1,1014,0.001737,0.0395,17.0648,57,30.4,0.0211,0.008,0,0,0,0,0.0625,0.015625,42,0.75,2.159,0.3496,18,5,33,754,1266,527,0.0007,0.9993,2831.8,1.9
59,4897,3129,1,3,3,1.9687,1,17.1,2,3124,4.62,0.9982,3134.6,5,1.0,56,4,4,1031,0.001581,0.0498,2.4567,58,31.4,0.0212,0.009,0,0,0,0,0.066445,0.015625,43,0.7648,2.1756,0.3494,18,4,34,799,1243,535,0.0012,0.9988,2956.3,1.5
60,4897,3136,2,5,3,1.9374,1,17.0,3129,0,4.61,1.0013,3135.0,10,1.0,56,2,2,1044,0.001688,0.0408,30.1205,59,32.3,0.0224,0.0083,2,0,0,0,0.06414,0.015625,43,0.7564,2.2135,0.3492,18,5,33,798,1245,464,0.0008,0.9992,3006.5,1.6
61,4896,3121,0,0,3,1.9193,2,17.2,0,3116,4.56,0.9959,3133.7,5,1.0,55,0,1,1016,0.001695,0.0392,16.7224,60,32.8,0.0203,0.0091,0,0,0,0,0.065359,0.015625,43,0.7609,2.2429,0.3489,17,5,33,780,1230,534,0.0009,0.9991,2926.5,1.7
62,4895,3068,1,4,3,1.9749,1,17.1,4,3059,4.51,0.981,3127.4,9,1.0,55,2,2,1039,0.001615,0.06,30.8219,61,33.7,0.0204,0.009,0,0,0,0,0.06,0.015625,43,0.7396,2.2863,0.3477,17,5,33,802,1184,510,0.001,0.999,2822.9,1.6
63,4894,3094,0,0,3,1.9852,1,17.2,1,3093,4.57,0.9903,3124.3,1,1.0,53,1,3,1024,0.001391,0.0467,0.0,62,35.2,0.0202,0.0092,0,0,0,0,0.068536,0.015625,43,0.772,2.3268,0.3474,15,5,33,812,1218,476,0.0008,0.9992,2870.9,2.0
64,4894,3107,1,3,3,1.9363,1,17.2,3,3104,4.58,0.995,3122.6,3,1.0,52,2,3,1035,0.001276,0.0383,6.6445,63,36.6,0.0203,0.0078,0,2,0,0,0.070288,0.015625,42,0.7777,2.397,0.3477,14,5,33,818,1215,529,0.0008,0.9992,2843.1,2.0
65,4892,3149,0,0,3,1.8424,1,17.1,3163,0,4.62,1.0117,3126.5,0,1.0,52,0,0,987,0.001308,0.0391,0.0,64,37.6,0.022,0.0091,0,0,0,0,0.071174,0.015625,41,0.7805,2.4433,0.3488,14,5,33,802,1232,530,0.0008,0.9992,2982.8,1.8
66,4890,3135,0,0,3,1.6143,1,17.1,3139,0,4.57,1.0036,3127.7,0,1.0,51,0,1,987,0.001367,0.0517,0.0,65,39.1,0.0224,0.0102,0,0,0,0,0.1,0.015625,41,0.8438,2.4743,0.3492,14,5,32,780,1240,525,0.0009,0.9991,2964.2,1.6
67,4890,3071,1,3,3,1.3143,1,17.1,0,3066,4.54,0.9836,3122.3,5,1.0,53,4,2,980,0.001269,0.0447,17.7305,66,37.8,0.022,0.0091,0,1,0,0,0.054983,0.015625,41,0.7158,2.5053,0.3496,16,5,32,749,1259,484,0.0008,0.9992,2772.5,1.7
68,4890,3004,4,5,3,1.8567,1,17.0,9,2981,4.55,0.9656,3111.0,23,1.0,56,11,8,1088,0.001461,0.0349,67.2783,67,36.3,0.0202,0.0072,2,1,0,0,0.069767,0.015625,47,0.776,2.5431,0.3492,17,5,34,785,1169,489,0.001,0.999,2904.6,1.6
69,4889,3058,1,5,1,1.7848,2,17.0,4,3054,4.48,0.9846,3105.9,4,1.0,57,1,0,1042,0.001645,0.037,12.6582,68,36.6,0.0196,0.0074,1,0,0,0,0.074074,0.015625,44,0.7891,2.5739,0.3484,17,5,35,761,1229,484,0.0008,0.9992,2838.1,1.8
70,4887,3069,1,3,0,1.766,2,17.0,3,3066,4.55,0.9892,3102.4,3,1.0,54,1,4,1034,0.001472,0.0381,9.7087,69,38.5,0.022,0.009,0,0,0,0,0.066667,0.015625,42,0.7656,2.6057,0.3487,16,5,33,804,1181,488,0.0009,0.9991,2857.1,1.6
71,4884,3138,0,0,3,1.8486,2,16.9,3187,0,4.63,1.0255,3110.8,3,1.0,52,0,2,1011,0.001366,0.0458,10.989,70,40.9,0.0218,0.009,0,1,0,0,0.066901,0.015625,42,0.7664,2.6479,0.349,16,4,32,799,1254,493,0.0008,0.9992,2876.5,1.9
72,4884,3065,0,0,3,1.77,1,16.9,8,3057,4.53,0.9867,3106.4,8,1.0,54,5,3,1025,0.001367,0.0415,25.0896,71,40.4,0.0219,0.0078,0,0,0,0,0.062284,0.015625,44,0.7491,2.6998,0.3495,16,4,34,764,1219,497,0.0009,0.9991,2828.5,1.7
73,4884,3084,1,4,1,1.7761,1,17.1,11,3073,4.59,0.9935,3104.3,11,1.0,55,1,0,1036,0.001291,0.0356,36.4238,72,40.6,0.02,0.007,0,0,0,0,0.058252,0.015625,43,0.7318,2.7225,0.3491,16,5,34,781,1225,520,0.0008,0.9992,2705.7,1.9
74,4884,3137,0,0,1,1.9031,1,16.9,3161,0,4.56,1.0185,3110.3,7,1.0,54,0,1,1021,0.001437,0.045,24.911,73,41.1,0.022,0.0099,0,0,0,0,0.058824,0.015625,42,0.7344,2.7675,0.3489,16,4,34,795,1250,504,0.0008,0.9992,2932.3,1.6
75,4883,3135,0,0,0,1.9593,1,17.0,3157,0,4.59,1.0144,3115.1,3,1.0,52,0,2,1006,0.001231,0.0356,9.9668,74,42.2,0.0225,0.007,0,0,0,0,0.087379,0.015625,41,0.8212,2.7934,0.3491,15,3,34,782,1265,505,0.0009,0.9991,2882.6,1.8
76,4883,3084,1,3,3,1.899,1,17.0,6,3078,4.52,0.991,3112.1,6,1.0,52,1,1,1002,0.001294,0.0404,20.7612,75,43.2,0.0212,0.0087,0,0,0,0,0.060606,0.015625,42,0.7422,2.8237,0.3487,15,4,33,789,1203,527,0.001,0.999,2470.4,1.8
77,4883,3144,0,0,3,1.9211,1,16.9,3158,0,4.61,1.0142,3116.8,3,1.0,52,0,0,992,0.00127,0.0468,10.2389,76,44.2,0.0237,0.0088,0,0,0,0,0.063545,0.015625,41,0.7541,2.8671,0.3488,15,4,33,803,1231,546,0.0007,0.9993,2725.9,2.0
78,4882,3084,2,5,3,1.8727,1,17.0,3,3076,4.59,0.9905,3113.6,8,1.0,54,2,0,1025,0.001343,0.0366,25.0784,77,43.5,0.0227,0.0091,1,0,0,0,0.073171,0.015625,42,0.7865,2.9068,0.3482,16,4,34,757,1257,519,0.0009,0.9991,2798.7,1.7
79,4881,3137,1,5,1,1.9491,1,16.9,3134,0,4.68,1.0103,3117.0,15,1.0,54,3,3,1034,0.001544,0.0491,50.3597,78,43.1,0.0216,0.0095,1,0,0,0,0.066667,0.015625,45,0.7656,2.9173,0.3473,15,4,35,846,1234,483,0.0009,0.9991,2660.1,1.9
80,4881,3019,1,5,1,1.997,2,17.0,5,3009,4.43,0.9715,3107.7,10,1.0,54,3,3,1046,0.001338,0.0399,23.8095,79,43.9,0.0214,0.0085,1,0,0,0,0.059829,0.015625,46,0.7388,2.9287,0.3463,15,4,35,748,1146,513,0.0009,0.9991,2744.7,1.8
81,4881,3105,2,4,3,1.9628,2,16.9,6,3094,4.64,0.9992,3107.4,11,1.0,54,3,3,1035,0.001482,0.0329,34.5912,80,43.4,0.0196,0.0081,0,1,0,0,0.053892,0.015625,45,0.7101,2.9497,0.3449,17,4,33,785,1257,479,0.001,0.999,2912.3,1.5
82,4880,3150,4,5,3,1.9583,2,16.9,3144,0,4.59,1.0176,3113.2,24,1.0,58,11,7,1118,0.001388,0.0444,57.0988,81,41.3,0.0196,0.0074,2,0,0,0,0.061111,0.015625,47,0.7443,2.9886,0.3448,19,5,34,798,1244,525,0.0013,0.9987,2778.7,1.7
83,4880,3184,0,0,3,1.9118,2,16.9,3212,0,4.76,1.0321,3123.7,12,1.0,58,0,0,1082,0.001513,0.0319,36.036,82,42.3,0.0192,0.0076,0,0,0,0,0.069565,0.015625,46,0.7754,3.0582,0.3443,19,5,34,877,1236,483,0.0009,0.9991,2848.6,1.8
84,4880,3038,0,0,3,1.8828,1,17.0,3,3030,4.49,0.9751,3115.6,8,1.0,56,0,2,1082,0.001251,0.0368,21.7391,83,44.7,0.0184,0.0074,0,1,0,0,0.065789,0.015625,46,0.7625,3.1082,0.3438,19,4,33,744,1234,493,0.0009,0.9991,2917.9,1.9
85,4880,3118,2,5,3,1.9231,1,16.9,3114,0,4.58,1.0016,3116.1,7,1.0,57,3,2,1092,0.001326,0.037,19.2308,84,44.8,0.0186,0.0079,1,0,0,0,0.052469,0.015625,44,0.7022,3.1606,0.3435,19,4,34,783,1220,520,0.0009,0.9991,2942.1,1.7
86,4879,3116,2,5,1,1.9068,1,16.9,0,3106,4.62,1.0,3116.1,10,1.0,56,2,3,1106,0.001301,0.0355,30.8642,85,46.2,0.0194,0.0076,2,1,0,0,0.056213,0.015625,45,0.722,3.205,0.3432,19,3,34,774,1230,509,0.0009,0.9991,2808.8,1.9
87,4878,3128,1,3,3,1.9664,2,17.1,3120,0,4.61,1.0055,3117.9,15,1.0,59,4,1,1098,0.001318,0.0375,44.7761,86,44.8,0.0209,0.0083,0,0,0,0,0.051873,0.015625,44,0.6988,3.2569,0.3431,19,6,34,821,1223,524,0.0008,0.9992,2858.6,1.8
88,4877,3157,1,5,3,1.9865,2,17.1,3168,0,4.7,1.0212,3124.9,23,1.0,59,4,4,1141,0.001413,0.0438,53.8123,87,45.7,0.0189,0.0081,1,0,0,0,0.057534,0.015625,44,0.7284,3.3035,0.3422,19,5,35,795,1246,553,0.001,0.999,2884.3,1.5
