window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop
51,4966,3071,1,3,1,1.9347,2,16.5,4,3064,4.45,0.9722,3158.7,7,1.0,46,6,4,781,0.001762,0.0545,28.169,50,31.8,0.0261,0.0105,0,0,0,0,0.063636,0.015625,32,0.7545,2.0188,0.3903,20,3,23,801,1241,491,0.0007,0.9993,2706.6,1.7
52,4965,3114,3,5,3,1.9272,2,16.5,7,3097,4.61,0.9872,3154.5,17,1.0,49,3,0,826,0.002513,0.0534,62.5,51,30.8,0.0266,0.01,2,0,0,0,0.05694,0.015625,34,0.7256,2.065,0.3898,21,4,24,810,1227,506,0.0009,0.9991,2643.6,1.6
53,4963,3190,0,0,3,1.9467,2,16.4,3215,0,4.68,1.021,3161.5,13,1.0,50,1,0,831,0.002003,0.0378,46.0993,52,31.1,0.0247,0.0078,0,0,0,0,0.075601,0.015625,35,0.7933,2.12,0.391,22,4,24,838,1247,530,0.0008,0.9992,2813.6,1.6
54,4963,3186,0,0,3,1.9612,1,16.6,3193,0,4.67,1.0113,3165.2,8,1.0,49,0,1,831,0.001894,0.0423,31.4961,53,32.7,0.0231,0.0095,0,0,0,0,0.073077,0.015625,35,0.7862,2.1585,0.3923,22,4,23,840,1243,520,0.0008,0.9992,2922.0,1.5
55,4963,3149,1,4,1,1.9839,1,16.7,6,3143,4.63,0.9954,3163.7,6,1.0,47,1,3,809,0.001798,0.0516,24.7934,54,33.2,0.024,0.0093,0,0,0,0,0.06746,0.015625,35,0.7684,2.2022,0.3926,23,3,21,767,1267,541,0.001,0.999,2926.7,1.2
56,4961,3210,1,3,2,1.9911,1,17.4,3239,0,4.61,1.0223,3171.1,3,1.0,48,1,0,807,0.001814,0.0469,11.9048,55,33.5,0.0232,0.0098,0,0,0,0,0.066406,0.015625,35,0.7647,2.253,0.3935,23,3,22,832,1261,534,0.0007,0.9993,2903.4,1.6
57,4960,3091,0,0,1,1.9926,2,17.3,0,3091,4.51,0.9771,3163.5,0,1.0,44,0,4,797,0.001833,0.0609,0.0,56,36.1,0.0271,0.0119,0,0,0,0,0.078261,0.015625,35,0.8003,2.3312,0.3949,21,2,21,789,1186,536,0.0007,0.9993,2644.5,1.9
58,4960,3218,2,5,1,1.9884,1,17.4,3254,0,4.75,1.0284,3173.0,9,1.0,44,2,2,809,0.002134,0.0556,36.5854,57,35.6,0.0295,0.011,1,0,0,0,0.059524,0.015625,35,0.7375,2.3868,0.3954,20,2,22,853,1250,543,0.0009,0.9991,2692.9,1.6
59,4960,3101,1,5,3,1.9794,1,17.4,9,3082,4.46,0.9794,3166.1,19,1.0,51,10,3,849,0.00203,0.0397,72.2433,58,31.6,0.0247,0.0087,1,0,0,0,0.068592,0.015625,39,0.7722,2.4554,0.3952,23,5,23,805,1196,559,0.0008,0.9992,2775.5,1.6
60,4959,3137,0,0,3,1.996,2,17.1,11,3121,4.53,0.9917,3163.4,16,1.0,51,2,2,862,0.001945,0.0411,54.3478,59,32.6,0.0249,0.0097,0,0,0,0,0.058219,0.015625,39,0.7316,2.493,0.3946,22,5,24,755,1226,561,0.0008,0.9992,2947.9,1.5
61,4958,3204,0,0,3,1.9749,1,17.1,3241,0,4.65,1.0244,3171.5,8,1.0,47,0,4,827,0.001941,0.0433,27.6817,60,35.6,0.0246,0.0089,0,0,0,0,0.073333,0.015625,38,0.7869,2.533,0.3941,20,5,22,755,1267,556,0.0007,0.9993,2969.9,1.8
62,4958,3137,0,0,3,1.9761,1,16.6,0,3137,4.5,0.9901,3168.2,0,1.0,44,0,3,821,0.001866,0.048,0.0,61,38.9,0.028,0.01,0,0,0,0,0.068,0.015625,36,0.7702,2.589,0.395,19,4,21,764,1241,568,0.0008,0.9992,2993.1,1.7
63,4957,3166,2,3,3,1.9907,1,16.7,3,3160,4.57,0.9994,3168.0,6,1.0,44,3,3,821,0.001745,0.0576,21.2766,62,39.7,0.0267,0.0111,0,1,0,0,0.057613,0.015625,34,0.7288,2.6343,0.3962,19,3,22,773,1266,532,0.0008,0.9992,2899.1,1.7
64,4957,3115,1,3,3,1.9822,1,16.6,6,3109,4.5,0.9848,3163.0,6,1.0,43,3,4,804,0.001492,0.0553,12.7225,63,41.4,0.0267,0.0107,0,0,0,0,0.068085,0.015625,34,0.7705,2.6939,0.3983,18,3,22,805,1247,492,0.0008,0.9992,2618.8,1.8
65,4956,3166,0,0,3,1.9068,2,16.5,3164,0,4.57,1.002,3163.6,6,1.0,42,3,4,812,0.001562,0.0667,12.7652,64,43.3,0.028,0.013,0,0,0,0,0.070833,0.015625,34,0.7794,2.7314,0.3997,18,2,22,847,1255,487,0.0009,0.9991,2763.9,1.6
66,4955,3161,1,3,3,1.9446,1,16.6,3,3155,4.56,0.9992,3163.4,6,1.0,42,2,2,788,0.001604,0.0551,21.7391,65,43.0,0.0287,0.0131,0,0,0,0,0.072034,0.015625,33,0.7831,2.7695,0.4014,18,2,22,748,1252,563,0.0009,0.9991,2841.2,1.8
67,4954,3057,2,5,1,1.9342,1,16.5,8,3044,4.51,0.9695,3153.3,13,1.0,45,5,2,794,0.00174,0.0453,54.8523,66,40.2,0.0274,0.0108,1,1,0,0,0.074074,0.015625,34,0.7891,2.8024,0.4023,18,3,24,734,1246,508,0.0009,0.9991,2664.9,1.7
68,4954,3160,1,4,1,1.9123,2,16.3,3154,0,4.54,1.0045,3154.8,15,1.0,45,4,4,832,0.001766,0.0458,56.4516,67,41.1,0.0242,0.0107,0,0,0,0,0.091603,0.015625,36,0.8294,2.8444,0.4033,19,3,23,766,1237,546,0.0009,0.9991,2722.9,1.8
69,4953,3099,1,4,3,1.9875,2,16.4,8,3087,4.53,0.984,3149.4,12,1.0,46,1,0,829,0.001762,0.0496,46.5116,68,41.2,0.0276,0.0109,0,0,0,0,0.068702,0.015625,35,0.7726,2.8902,0.4039,19,3,24,773,1264,496,0.0011,0.9989,2753.7,1.5
70,4952,3115,2,3,3,1.9887,2,16.3,10,3100,4.61,0.9901,3146.2,15,1.0,48,5,3,864,0.001838,0.0512,53.3808,69,40.4,0.0241,0.0092,0,0,0,0,0.05802,0.015625,37,0.7307,2.9107,0.4035,19,3,26,810,1210,507,0.0011,0.9989,2494.7,1.7
71,4950,3186,0,0,1,1.9788,2,16.6,3196,0,4.7,1.018,3152.1,13,1.0,47,0,1,847,0.001602,0.0437,53.0612,70,42.2,0.0245,0.0089,0,0,0,0,0.075397,0.015625,36,0.7928,2.9425,0.4032,19,3,25,777,1271,553,0.0008,0.9992,2741.2,1.6
72,4950,3137,3,5,3,1.9928,1,16.6,15,3117,4.54,0.9957,3150.7,20,1.0,50,6,3,926,0.001885,0.0444,67.8571,71,40.6,0.0217,0.01,2,0,0,0,0.061433,0.015625,39,0.7457,2.9834,0.4037,21,3,26,795,1228,508,0.0009,0.9991,2426.1,1.9
73,4949,3188,0,0,3,1.9146,1,16.6,3212,0,4.68,1.0176,3156.5,0,1.0,49,0,1,894,0.001835,0.0444,0.0,72,41.0,0.0235,0.0088,0,0,0,0,0.063492,0.015625,37,0.7539,3.0025,0.4037,20,3,26,789,1270,523,0.0008,0.9992,2812.8,1.8
74,4944,3166,0,0,3,1.9431,1,16.6,3171,0,4.55,1.0041,3157.9,0,1.0,46,0,3,874,0.001639,0.0435,0.0,73,42.9,0.0268,0.0087,0,0,0,0,0.068841,0.015625,35,0.773,3.0351,0.4038,19,2,25,835,1224,532,0.0008,0.9992,2926.1,1.7
75,4942,3087,2,5,3,1.9132,1,16.7,0,3072,4.5,0.9796,3151.2,15,1.0,48,7,5,923,0.001889,0.0387,54.3478,74,41.7,0.0243,0.0087,2,0,0,0,0.077465,0.015625,35,0.7983,3.0632,0.404,20,2,26,798,1234,490,0.0009,0.9991,3110.8,1.4
76,4940,3167,2,4,3,1.962,1,16.5,3168,0,4.64,1.0088,3154.1,14,1.0,51,5,2,942,0.001825,0.05,47.7941,75,40.2,0.0235,0.0099,0,0,0,0,0.089286,0.015625,35,0.825,3.0882,0.4038,22,2,27,774,1243,561,0.0009,0.9991,2840.8,1.6
77,4939,3117,1,5,3,1.9363,2,16.4,3,3100,4.55,0.9893,3150.6,17,1.0,52,1,0,956,0.001828,0.0399,58.2192,76,40.4,0.0214,0.0084,1,0,0,0,0.10299,0.015625,35,0.8483,3.1281,0.4044,23,2,27,748,1219,523,0.0009,0.9991,2899.9,1.5
78,4937,3141,0,0,3,1.9629,2,16.6,6,3125,4.57,0.9973,3149.7,16,1.0,50,3,5,955,0.001657,0.0389,54.5455,77,41.7,0.0233,0.009,0,1,0,0,0.084806,0.015625,37,0.8158,3.1564,0.4044,23,2,25,764,1252,529,0.001,0.999,2933.4,1.5
79,4933,3155,0,0,3,1.9386,1,16.6,3148,0,4.57,1.0018,3150.3,8,1.0,49,0,1,915,0.001756,0.0415,28.169,78,42.0,0.0249,0.0102,0,0,0,0,0.100346,0.015625,35,0.8443,3.1944,0.4051,22,2,25,785,1221,534,0.0008,0.9992,2959.9,1.8
80,4929,3170,0,0,3,1.9698,1,16.6,3176,0,4.58,1.0097,3153.5,8,1.0,49,0,0,915,0.001614,0.0485,30.303,79,43.0,0.0241,0.0091,0,0,0,0,0.070896,0.015625,35,0.7796,3.2206,0.4056,22,2,25,781,1320,490,0.001,0.999,2908.0,1.5
81,4929,3089,0,0,3,1.9772,1,16.5,3,3086,4.52,0.9815,3147.3,3,1.0,46,0,3,894,0.001494,0.044,12.2951,80,45.0,0.0218,0.0096,0,0,0,0,0.112,0.015625,33,0.8605,3.2406,0.4062,19,2,25,790,1207,527,0.0008,0.9992,3131.8,1.7
82,4925,3173,0,0,3,1.9656,1,16.5,3182,0,4.64,1.0105,3150.8,2,1.0,44,2,4,869,0.00157,0.05,0.0,81,47.6,0.0259,0.0112,0,0,0,0,0.115385,0.015625,32,0.8646,3.279,0.4074,18,2,24,783,1261,538,0.0009,0.9991,2845.4,2.0
83,4924,3133,0,0,3,1.9852,1,16.6,0,3133,4.55,0.9949,3149.1,0,1.0,43,0,1,833,0.00154,0.041,0.0,82,49.0,0.0242,0.0083,0,1,0,0,0.090164,0.015625,31,0.8267,3.32,0.409,18,1,24,769,1276,516,0.0009,0.9991,2955.1,1.6
84,4924,3176,2,3,3,1.9037,1,16.6,3171,0,4.66,1.01,3152.4,13,1.0,47,9,5,898,0.00149,0.0443,42.471,83,45.8,0.0227,0.0089,0,0,0,0,0.070111,0.015625,36,0.7771,3.3421,0.4096,19,2,26,807,1243,532,0.001,0.999,2623.6,1.9
85,4922,3123,2,5,3,1.8911,1,16.6,10,3108,4.57,0.9915,3149.6,15,1.0,48,3,2,911,0.001617,0.0465,47.138,84,45.5,0.0239,0.0098,1,0,0,0,0.093023,0.015625,35,0.832,3.3588,0.4097,19,2,27,777,1271,506,0.001,0.999,2916.3,1.5
86,4921,3175,1,5,3,1.966,2,16.5,3172,0,4.62,1.0104,3153.1,14,1.0,47,1,2,891,0.001893,0.0432,47.2973,85,45.6,0.0244,0.0085,1,0,0,0,0.076412,0.015625,34,0.7955,3.392,0.4099,18,2,27,767,1286,501,0.0008,0.9992,3029.9,1.7
87,4921,3073,0,0,3,1.9788,2,16.4,11,3057,4.48,0.977,3145.5,16,1.0,46,2,3,882,0.001603,0.0463,54.3478,86,47.2,0.0226,0.0104,0,0,0,0,0.078292,0.015625,35,0.8004,3.4133,0.4103,18,2,26,765,1254,483,0.0009,0.9991,2989.4,1.8
88,4920,3148,1,4,3,1.9837,1,16.2,3135,0,4.59,1.0007,3145.7,13,1.0,46,3,3,890,0.001502,0.0528,55.0847,87,48.0,0.026,0.0093,0,0,0,0,0.093496,0.015625,37,0.8329,3.4377,0.4103,18,1,27,790,1202,544,0.001,0.999,2740.7,1.7
