window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop
1,5000,5957,12,5,0,2.0,0,19.7,0,0,6.57,1.0,5957.0,552,1.0,334,527,193,1845,0.00109,0.0086,415.0376,0,0.0,0.0086,0.0014,1,0,0,0,0.029971,0.015625,64,0.4787,0.03,0.2428,99,165,70,2075,1376,1416,1.0,0.0,0,0
2,5000,4097,3,5,0,2.0,0,25.0,454,3635,5.54,0.8706,4732.3,462,1.0,325,21,30,1920,0.001177,0.0112,398.2759,1,1.0,0.0075,0.0014,2,0,0,0,0.032407,0.015625,64,0.5179,0.0624,0.2425,100,156,69,1326,1320,758,1.0,0.0,0,0
3,5000,3578,2,5,0,2.0,0,19.4,285,3307,5.16,0.8655,4171.2,271,1.0,278,14,61,1931,0.001159,0.0106,274.2915,2,1.9,0.0075,0.0015,1,0,0,0,0.032468,0.015625,63,0.5188,0.09,0.2363,91,121,66,952,1300,650,1.0,0.0,0,0
4,5000,3388,1,5,0,2.0,0,16.7,76,3319,4.8,0.8811,3864.7,69,1.0,205,8,81,1796,0.001347,0.0174,96.8208,3,2.8,0.0105,0.0022,1,0,0,0,0.041096,0.015625,63,0.6198,0.1286,0.2444,78,73,54,882,1294,582,1.0,0.0,0,0
5,5000,3316,0,0,3,2.0,0,16.6,9,3305,4.77,0.9012,3682.8,11,1.0,187,0,18,1511,0.001609,0.0205,21.4008,4,3.8,0.0138,0.0035,0,0,0,0,0.042831,0.015625,61,0.6352,0.1658,0.2512,74,66,47,855,1304,542,1.0,0.0,0,0
6,5000,3234,2,4,0,1.9998,1,16.6,9,3225,4.68,0.9098,3554.6,9,1.0,171,5,21,1444,0.001655,0.0196,18.595,5,4.7,0.0149,0.0037,0,0,0,0,0.039216,0.015625,61,0.6016,0.2031,0.2527,68,61,42,840,1301,522,1.0,0.0,0,0
7,5000,3301,1,3,0,1.9976,1,16.6,7,3294,4.75,0.9455,3491.2,7,1.0,161,3,13,1404,0.001632,0.0357,15.7658,6,5.6,0.0164,0.004,0,0,0,0,0.044118,0.015625,60,0.6458,0.2262,0.256,65,57,39,849,1314,517,1.0,0.0,0,0
8,5000,3252,0,0,3,1.9988,2,16.6,3,3249,4.68,0.9459,3438.0,3,1.0,144,0,17,1278,0.001736,0.0284,6.7114,7,6.7,0.0188,0.0047,0,0,0,0,0.054585,0.015625,59,0.7137,0.2546,0.2617,57,50,37,813,1301,523,1.0,0.0,0,0
9,5000,3321,1,4,0,1.9925,1,16.5,3,3311,4.68,0.9726,3414.6,10,1.0,140,5,9,1259,0.001587,0.0246,20.979,8,7.5,0.0157,0.0043,0,0,0,0,0.044743,0.015625,58,0.6508,0.2983,0.269,56,47,37,805,1335,538,1.0,0.0,0,0
10,5000,3224,0,0,1,1.9923,1,16.5,2,3217,4.64,0.9539,3380.0,7,1.0,127,0,13,1172,0.001767,0.0304,17.0732,9,8.4,0.0169,0.0052,0,0,0,0,0.056206,0.015625,55,0.722,0.3452,0.2747,52,41,34,819,1292,551,1.0,0.0,0,0
11,5000,3311,1,3,0,1.9889,1,16.6,2,3299,4.69,0.9829,3368.5,12,1.0,123,8,12,1166,0.001679,0.0244,25.7009,10,9.1,0.0151,0.0047,0,0,0,0,0.066667,0.015625,55,0.7656,0.4095,0.2816,51,40,32,836,1341,508,1.0,0.0,0,0
12,5000,3193,2,4,3,1.9957,1,16.5,8,3180,4.56,0.9556,3341.5,13,1.0,114,2,11,1107,0.001786,0.0339,38.4615,11,9.8,0.0153,0.0057,0,0,0,0,0.045198,0.015625,53,0.6543,0.4547,0.2872,49,36,29,830,1297,529,1.0,0.0,0,0
13,5000,3228,2,5,0,1.99,2,16.6,5,3215,4.65,0.9708,3325.3,13,1.0,102,4,16,1035,0.002085,0.0346,35.6164,12,10.5,0.0213,0.0062,1,0,0,0,0.053191,0.015625,50,0.7062,0.4892,0.2883,43,30,29,813,1323,507,1.0,0.0,0,0
14,5000,3258,0,0,1,1.979,2,19.0,0,3258,4.62,0.9824,3316.3,0,1.0,90,0,12,979,0.002023,0.0334,0.0,13,11.7,0.0228,0.0061,0,0,0,0,0.051672,0.015625,49,0.6976,0.5257,0.292,41,26,23,823,1323,497,1.0,0.0,0,0
15,5000,3248,1,3,1,1.9843,1,16.8,6,3242,4.67,0.9819,3307.8,6,1.0,89,5,6,926,0.002017,0.0349,19.802,14,11.9,0.018,0.0063,0,0,0,0,0.060317,0.015625,48,0.741,0.567,0.2969,40,26,23,855,1246,552,1.0,0.0,0,0
16,5000,3191,2,4,0,1.9712,1,16.7,19,3172,4.63,0.9687,3294.0,19,1.0,91,9,7,990,0.002021,0.0303,57.1429,15,12.3,0.0202,0.0063,0,0,0,0,0.048485,0.015625,49,0.6777,0.6124,0.3015,41,24,26,789,1263,531,1.0,0.0,0,0
17,5000,3149,0,0,1,1.9592,2,21.2,16,3133,4.61,0.9607,3277.9,16,1.0,90,6,7,965,0.001971,0.0358,44.0252,16,12.8,0.0189,0.0062,0,0,0,0,0.047761,0.015625,49,0.6729,0.6423,0.3045,41,22,27,768,1270,529,1.0,0.0,0,0
18,5000,3194,2,5,1,1.968,1,24.3,8,3177,4.61,0.977,3269.1,17,1.0,87,7,10,961,0.002127,0.0354,48.5714,17,13.2,0.0167,0.0068,1,0,0,0,0.054496,0.015625,48,0.7133,0.6668,0.3045,36,21,30,804,1257,518,1.0,0.0,0,0
19,5000,3218,4,5,1,1.9745,1,24.3,8,3190,4.62,0.9859,3264.0,28,1.0,85,5,7,992,0.002306,0.0534,86.6873,18,13.5,0.0276,0.0086,3,0,0,0,0.05638,0.015625,48,0.7229,0.7232,0.3039,35,18,32,824,1260,524,1.0,0.0,0,0
20,5000,3269,1,5,3,1.9937,2,24.3,3250,0,4.68,1.0022,3264.7,22,1.0,82,8,11,986,0.002415,0.0441,64.2202,19,13.8,0.0235,0.0082,1,0,0,0,0.070588,0.015625,47,0.7786,0.7497,0.3053,33,16,33,860,1264,540,1.0,0.0,0,0
21,5000,3235,4,5,3,1.9746,2,20.0,19,3203,4.64,0.9918,3261.9,32,1.0,81,6,7,1003,0.002302,0.0436,87.5706,20,14.3,0.022,0.0077,3,0,0,0,0.059946,0.015625,49,0.7393,0.7687,0.3051,32,15,34,793,1311,533,1.0,0.0,0,0
22,5000,3183,1,5,3,1.9489,2,16.7,9,3174,4.61,0.9781,3254.4,9,1.0,77,1,5,983,0.002374,0.0348,26.9461,21,15.2,0.0224,0.0078,1,0,0,0,0.057971,0.015625,47,0.7305,0.7849,0.3062,30,14,33,847,1289,501,1.0,0.0,0,0
23,4998,3175,1,4,3,1.9547,2,16.6,8,3167,4.51,0.9779,3246.8,8,1.0,73,1,5,958,0.002192,0.0375,25.5591,22,16.1,0.0223,0.0084,0,0,0,0,0.096875,0.015625,47,0.8387,0.8818,0.3107,31,11,31,791,1252,508,1.0,0.0,0,0
24,4998,3175,2,5,1,1.9764,2,16.7,14,3161,4.58,0.9799,3240.0,14,1.0,71,3,5,963,0.002215,0.0393,44.9827,23,16.5,0.0215,0.0086,1,0,0,0,0.068852,0.015625,44,0.7731,0.9506,0.3111,28,11,32,805,1261,542,1.0,0.0,0,0
25,4998,3216,0,0,3,1.9654,2,17.4,4,3212,4.57,0.9933,3237.7,4,1.0,66,0,5,942,0.002114,0.0417,13.4228,24,18.0,0.0227,0.0088,0,2,0,0,0.080128,0.015625,44,0.805,1.0308,0.3123,27,8,31,787,1239,547,1.0,0.0,0,0
26,4998,3172,2,5,3,1.9764,1,16.5,4,3158,4.57,0.9816,3231.4,14,1.0,65,2,3,909,0.002425,0.045,48.951,25,18.1,0.0203,0.0095,2,0,0,0,0.079585,0.015625,42,0.8037,1.0688,0.315,26,7,32,797,1305,491,1.0,0.0,0,0
27,4996,3194,5,5,1,1.9434,1,16.5,0,3179,4.61,0.9895,3227.9,15,1.0,68,5,2,981,0.002361,0.0377,48.7013,26,17.9,0.021,0.0086,3,0,0,0,0.066038,0.015625,41,0.7634,1.116,0.3188,28,7,33,828,1253,512,1.0,0.0,0,0
