window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop
11,5000,3221,0,0,1,1.9924,1,16.4,2,3219,4.57,0.9728,3311.1,2,1.0,128,2,17,1167,0.001605,0.0255,2.6385,10,9.5,0.0221,0.0046,0,0,0,0,0.045918,0.015625,60,0.6597,0.3253,0.2116,56,43,29,831,1268,529,1.0,0.0,0,0
12,5000,3161,1,3,0,1.9853,1,16.6,0,3152,4.52,0.9614,3288.0,9,1.0,123,8,13,1124,0.00168,0.0322,25.3521,11,10.0,0.0206,0.0049,0,0,0,0,0.050938,0.015625,59,0.6933,0.3521,0.2146,49,43,31,782,1279,538,1.0,0.0,0,0
13,5000,3225,0,0,3,1.9746,1,16.8,0,3220,4.66,0.9835,3279.0,5,1.0,115,0,8,1060,0.00177,0.0251,14.8368,12,10.9,0.0177,0.0054,0,0,0,0,0.044693,0.015625,56,0.6504,0.3834,0.2215,49,35,31,825,1299,501,1.0,0.0,0,0
14,5000,3208,0,0,3,1.9727,1,16.3,0,3208,4.62,0.9812,3269.5,0,1.0,108,0,7,1030,0.001603,0.0324,0.0,13,11.9,0.0246,0.0051,0,0,0,0,0.053097,0.015625,55,0.7057,0.4365,0.2282,46,32,30,816,1262,538,1.0,0.0,0,0
15,5000,3253,0,0,3,1.9539,1,16.5,1,3252,4.65,0.9956,3267.5,1,1.0,99,1,10,987,0.001665,0.0322,0.0,14,13.2,0.0193,0.0063,0,0,0,0,0.051447,0.015625,55,0.6963,0.4848,0.2371,45,27,27,813,1288,536,1.0,0.0,0,0
16,5000,3151,0,0,3,1.994,1,16.4,0,3151,4.55,0.9684,3253.8,0,1.0,88,0,11,882,0.00184,0.0267,0.0,15,14.3,0.0233,0.0064,0,0,0,0,0.06,0.015625,53,0.7396,0.5448,0.2458,41,23,24,786,1266,497,1.0,0.0,0,0
17,5000,3172,0,0,3,1.9547,1,16.4,1,3171,4.61,0.9776,3244.7,1,1.0,85,1,4,855,0.001769,0.0449,3.861,16,15.1,0.0337,0.0077,0,0,0,0,0.097378,0.015625,51,0.8395,0.6422,0.2569,39,22,24,853,1223,516,1.0,0.0,0,0
18,5000,3162,1,5,3,1.9544,1,16.3,0,3157,4.53,0.9771,3236.0,5,1.0,74,1,12,791,0.002089,0.0462,19.6078,17,15.7,0.0317,0.0085,1,0,0,0,0.1,0.015625,48,0.8438,0.7422,0.2657,35,19,20,775,1254,530,1.0,0.0,0,0
19,5000,3186,1,4,1,1.983,1,16.6,4,3182,4.6,0.9861,3231.0,4,1.0,72,1,3,797,0.002087,0.0327,16.9492,18,16.8,0.0224,0.007,0,0,0,0,0.065306,0.015625,47,0.7607,0.783,0.2708,34,20,18,796,1229,529,1.0,0.0,0,0
20,5000,3228,1,4,1,1.9495,2,18.4,3,3225,4.59,0.9992,3230.7,3,1.0,66,1,7,755,0.002064,0.0379,14.8515,19,17.3,0.0201,0.0088,0,0,0,0,0.07109,0.015625,45,0.7802,0.8541,0.2786,30,19,17,829,1274,495,1.0,0.0,0,0
21,5000,3104,1,3,3,1.987,2,16.3,0,3104,4.53,0.9644,3218.6,0,1.0,60,1,7,718,0.002452,0.0403,0.0,20,17.9,0.0212,0.0083,0,0,0,0,0.096774,0.015625,41,0.8385,0.9186,0.2866,27,17,16,779,1282,501,1.0,0.0,0,0
22,5000,3225,2,5,3,1.9539,2,16.3,3222,0,4.57,1.0024,3219.4,5,1.0,60,2,2,731,0.002368,0.0453,20.8333,21,18.1,0.023,0.01,1,0,0,0,0.09465,0.015625,41,0.8349,0.9927,0.2972,29,17,14,794,1346,502,1.0,0.0,0,0
23,5000,3201,2,5,3,1.9374,2,16.4,4,3192,4.55,0.9948,3217.7,9,1.0,57,3,6,740,0.002482,0.0461,38.2775,22,18.2,0.0338,0.0105,1,0,0,0,0.087558,0.015625,38,0.8215,1.0387,0.3075,28,14,15,824,1244,513,1.0,0.0,0,0
24,5000,3220,1,3,3,1.9764,2,16.3,3216,0,4.62,1.0007,3217.9,4,1.0,55,3,5,725,0.00263,0.0573,18.4332,23,18.6,0.036,0.0116,0,0,0,0,0.105727,0.015625,37,0.8522,1.1445,0.3192,27,13,15,806,1279,561,1.0,0.0,0,0
25,5000,3196,0,0,3,1.9415,2,16.3,0,3191,4.56,0.9938,3215.8,5,1.0,55,5,5,699,0.002667,0.06,26.0417,24,18.9,0.0308,0.0109,0,0,0,0,0.09,0.015625,36,0.8264,1.2045,0.3284,27,14,14,793,1295,520,1.0,0.0,0,0
26,5000,3244,2,5,3,1.9724,1,16.4,3256,0,4.62,1.0155,3221.1,15,1.0,52,2,5,711,0.003128,0.066,73.1707,25,19.0,0.0354,0.0131,2,0,0,0,0.089623,0.015625,33,0.8257,1.2799,0.3392,23,13,16,796,1324,540,1.0,0.0,0,0
27,4999,3183,1,5,3,1.9888,1,16.4,0,3169,4.53,0.9893,3217.4,14,1.0,50,1,3,690,0.00322,0.0602,67.3077,26,19.8,0.0355,0.0126,1,0,0,0,0.092593,0.015625,33,0.8313,1.317,0.3485,22,13,15,774,1255,551,1.0,0.0,0,0
28,4999,3162,1,5,3,1.9725,2,16.4,7,3150,4.64,0.9844,3212.2,12,1.0,50,3,3,706,0.003242,0.0727,55.5556,27,20.2,0.0373,0.0139,1,0,0,0,0.145455,0.015625,34,0.8926,1.367,0.3592,21,12,17,826,1271,500,1.0,0.0,0,0
29,4999,3146,0,0,3,1.994,2,16.3,0,3146,4.54,0.9813,3205.9,0,1.0,48,0,2,688,0.002716,0.0493,0.0,28,21.4,0.0281,0.0117,0,0,0,0,0.103448,0.015625,32,0.849,1.4704,0.3676,20,12,16,769,1259,552,1.0,0.0,0,0
30,4999,3212,0,0,3,1.9363,1,16.4,3219,0,4.64,1.0043,3207.3,2,1.0,48,2,2,687,0.002607,0.0464,10.6383,29,21.2,0.0237,0.0112,0,0,0,0,0.082474,0.015625,31,0.8105,1.522,0.3749,19,11,18,765,1303,535,1.0,0.0,0,0
31,4999,3078,1,3,3,1.9899,1,16.4,1,3077,4.53,0.9634,3195.0,1,1.0,46,2,4,682,0.002784,0.0505,0.0,30,21.2,0.0268,0.0095,0,0,0,0,0.09596,0.015625,29,0.8372,1.5674,0.3825,18,10,18,805,1225,518,1.0,0.0,0,0
32,4998,3214,1,4,1,1.987,1,16.4,3220,0,4.63,1.0082,3197.7,4,1.0,43,1,4,655,0.003022,0.0515,20.9424,31,21.5,0.0314,0.0108,0,0,0,0,0.087629,0.015625,27,0.8217,1.6459,0.3901,15,9,19,828,1261,522,1.0,0.0,0,0
33,4992,3141,1,4,3,1.9893,2,16.4,8,3133,4.56,0.9839,3192.3,8,1.0,44,5,4,683,0.002743,0.055,37.7358,32,21.6,0.0307,0.0126,0,0,0,0,0.09633,0.015625,29,0.8378,1.7239,0.3966,14,9,21,782,1253,533,1.0,0.0,0,0
34,4989,3193,2,5,3,1.9438,2,16.7,3182,0,4.58,1.0022,3193.1,18,1.0,43,2,3,669,0.003617,0.0573,81.0811,33,21.5,0.0327,0.0127,2,0,0,0,0.132159,0.015625,27,0.8818,1.856,0.4015,13,9,21,833,1251,538,1.0,0.0,0,0
35,4988,3142,1,3,3,1.9142,2,16.7,4,3128,4.58,0.9855,3188.2,14,1.0,45,4,2,684,0.003063,0.0645,58.0913,34,21.4,0.0312,0.0129,0,0,0,0,0.08871,0.015625,29,0.8239,1.9327,0.405,13,12,20,750,1287,506,1.0,0.0,0,0
36,4988,3146,1,5,1,1.9315,2,16.8,2,3129,4.52,0.988,3184.2,17,1.0,45,3,3,714,0.002792,0.049,82.0513,35,21.5,0.0283,0.0105,1,0,0,0,0.078431,0.015625,29,0.8008,2.0111,0.4083,13,13,19,767,1267,508,1.0,0.0,0,0
37,4987,3127,0,0,1,1.8775,2,16.8,0,3123,4.58,0.9837,3178.7,4,1.0,43,0,2,680,0.002916,0.0485,18.3486,36,22.4,0.0339,0.0113,0,0,0,0,0.110132,0.015625,28,0.8581,2.1212,0.4124,13,11,19,814,1191,526,1.0,0.0,0,0
38,4985,3199,2,5,1,1.9163,1,16.8,3209,0,4.63,1.0114,3182.6,10,1.0,42,5,6,691,0.003086,0.0639,42.2535,37,21.2,0.0342,0.0138,1,0,0,0,0.109589,0.015625,29,0.8574,2.2262,0.4177,11,12,19,812,1299,505,1.0,0.0,0,0
39,4984,3193,0,0,1,1.9144,1,16.6,3200,0,4.58,1.005,3184.2,0,1.0,39,0,3,672,0.002965,0.0486,0.0,38,23.7,0.0297,0.0112,0,0,0,0,0.12973,0.015625,27,0.8796,2.356,0.4234,11,9,19,831,1269,534,1.0,0.0,0,0
40,4982,3175,4,5,3,1.9877,1,16.7,8,3157,4.57,0.9974,3183.4,18,1.0,44,6,1,732,0.002781,0.0386,78.2609,39,21.9,0.0275,0.0098,1,0,0,0,0.103004,0.015625,26,0.8483,2.4547,0.4279,11,9,24,802,1257,509,1.0,0.0,0,0
41,4979,3203,4,5,3,1.9937,1,16.7,3195,0,4.64,1.0124,3187.5,32,1.0,44,4,4,804,0.003454,0.0559,115.5235,40,21.7,0.0259,0.0127,3,1,0,0,0.118881,0.015625,27,0.8686,2.5736,0.4305,12,8,24,796,1299,496,1.0,0.0,0,0
42,4978,3142,0,0,3,1.9918,2,16.6,7,3125,4.56,0.9871,3183.2,17,1.0,42,0,2,740,0.00304,0.0478,77.2727,41,22.3,0.028,0.0116,0,1,0,0,0.082609,0.015625,27,0.8109,2.6562,0.4341,11,7,24,828,1230,512,1.0,0.0,0,0
43,4976,3180,2,5,3,1.9476,1,22.4,9,3161,4.59,0.9991,3182.9,19,1.0,44,5,3,792,0.003144,0.0545,73.7705,42,22.0,0.0309,0.0121,1,0,0,0,0.101167,0.015625,30,0.8456,2.7573,0.4359,12,8,24,797,1248,513,1.0,0.0,0,0
44,4973,3204,2,5,3,1.8974,1,20.4,3200,0,4.61,1.0086,3185.7,13,1.0,43,3,4,808,0.003074,0.0556,50.0,43,23.3,0.0299,0.0115,1,1,0,0,0.103175,0.015625,30,0.8486,2.8605,0.4376,14,8,21,804,1232,530,1.0,0.0,0,0
45,4968,3192,2,3,3,1.9058,2,24.1,3191,0,4.65,1.0052,3187.5,13,1.0,44,7,6,784,0.0029,0.0562,53.719,44,23.7,0.0288,0.0113,0,0,0,0,0.11245,0.015625,31,0.861,2.973,0.4389,13,7,24,783,1313,520,1.0,0.0,0,0
46,4968,3124,0,0,3,1.9343,2,17.4,3,3113,4.55,0.9819,3181.4,11,1.0,42,0,2,774,0.002528,0.0537,46.8085,45,25.5,0.0272,0.0108,0,0,0,0,0.078512,0.015625,30,0.801,3.0515,0.4403,13,7,22,814,1270,485,1.0,0.0,0,0
47,4965,3201,3,5,3,1.9416,1,16.4,3192,0,4.62,1.0078,3184.1,17,1.0,44,5,3,819,0.00241,0.0394,71.1297,46,25.0,0.0245,0.0076,2,0,0,0,0.106299,0.015625,33,0.853,3.1578,0.4413,13,9,22,804,1291,534,1.0,0.0,0,0
48,4965,3171,2,5,3,1.9354,1,16.4,17,3149,4.63,0.9963,3182.8,22,1.0,42,3,5,802,0.002981,0.0618,89.4309,47,24.6,0.0258,0.0113,1,1,0,0,0.096525,0.015625,33,0.8381,3.2543,0.4396,12,9,21,784,1244,544,1.0,0.0,0,0
49,4965,3272,0,0,3,1.9205,2,16.3,3332,0,4.78,1.0442,3197.7,7,1.0,38,1,5,762,0.002817,0.0569,29.703,48,27.9,0.0304,0.0121,0,0,0,0,0.127962,0.015625,30,0.8779,3.3823,0.4397,11,7,20,823,1341,524,1.0,0.0,0,0
50,4964,3157,2,4,3,1.9695,1,16.7,4,3148,4.5,0.9885,3193.8,9,1.0,41,5,2,755,0.002879,0.0485,41.0959,49,26.7,0.0283,0.0099,0,0,0,0,0.118943,0.015625,30,0.8686,3.4968,0.44,12,9,20,824,1238,506,0.0015,0.9985,2385.2,2.0
51,4963,3206,1,4,3,1.9662,1,24.1,3208,0,4.67,1.0063,3195.9,8,1.0,42,1,0,769,0.00239,0.0465,38.2775,50,27.0,0.0262,0.0097,0,0,0,0,0.088372,0.015625,31,0.8232,3.5573,0.4404,13,9,20,816,1306,473,0.0008,0.9992,2668.7,2.0
52,4961,3170,3,5,3,1.9742,2,24.0,4,3146,4.57,0.9927,3193.5,24,1.0,45,7,4,820,0.002795,0.0507,90.566,51,24.6,0.0277,0.0112,3,0,0,0,0.09058,0.015625,33,0.8275,3.6334,0.4418,13,8,24,767,1261,559,0.0015,0.9985,2275.1,2.0
53,4959,3184,2,4,1,1.9544,2,24.2,6,3173,4.59,0.9973,3192.6,11,1.0,43,1,3,827,0.002888,0.0433,44.7154,52,26.5,0.0276,0.0098,0,0,0,0,0.07874,0.015625,32,0.8016,3.6767,0.4422,13,6,24,805,1301,504,0.0008,0.9992,2860.8,1.8
54,4958,3173,0,0,3,1.9827,2,24.0,3,3162,4.57,0.9945,3190.7,11,1.0,46,6,3,850,0.002565,0.0425,35.8566,53,25.7,0.023,0.0092,0,0,0,0,0.108108,0.015625,32,0.8555,3.7577,0.4429,13,8,25,791,1304,489,0.0015,0.9985,2417.7,1.7
55,4956,3194,0,0,3,1.9837,1,18.6,3197,0,4.67,1.0032,3191.8,5,1.0,44,0,2,832,0.00238,0.0482,20.6612,54,27.8,0.0274,0.0097,0,0,0,0,0.116466,0.015625,32,0.8658,3.83,0.4445,13,8,23,770,1321,537,0.0008,0.9992,2573.7,1.8
56,4953,3217,0,0,3,1.9837,1,16.2,3235,0,4.6,1.0122,3195.9,0,1.0,40,0,4,796,0.002299,0.0528,0.0,55,31.2,0.0304,0.0122,0,0,0,0,0.10566,0.015625,29,0.8521,3.9357,0.4469,13,6,21,789,1316,511,0.001,0.999,3125.5,1.4
57,4951,3139,0,0,3,1.9592,1,16.2,0,3139,4.64,0.9839,3190.5,0,1.0,40,0,0,774,0.00223,0.0469,0.0,56,32.2,0.0286,0.0106,0,0,0,0,0.15493,0.015625,28,0.8991,4.0906,0.4496,13,6,21,796,1204,542,0.0008,0.9992,2870.6,1.8
58,4949,3108,1,5,1,1.9345,1,16.2,0,3104,4.55,0.9766,3182.6,4,1.0,40,1,1,773,0.002251,0.0522,17.5439,57,31.8,0.0299,0.011,1,0,0,0,0.104348,0.015625,29,0.8503,4.1689,0.4511,13,5,22,748,1244,534,0.001,0.999,2966.2,1.4
59,4942,3165,2,5,3,1.922,1,16.3,0,3157,4.56,0.995,3180.9,8,1.0,40,3,3,805,0.002246,0.0513,31.25,58,32.4,0.0281,0.0121,1,0,0,0,0.115385,0.015625,31,0.8646,4.2458,0.4524,12,6,22,822,1231,520,0.0013,0.9987,2753.8,1.7
60,4940,3129,0,0,3,1.9699,2,16.1,0,3129,4.5,0.9852,3176.0,0,1.0,39,0,1,755,0.0022,0.0433,0.0,59,32.7,0.0287,0.0099,0,0,0,0,0.095238,0.015625,29,0.8359,4.3324,0.4541,11,6,22,810,1234,517,0.0007,0.9993,2766.5,2.1
61,4938,3085,0,0,3,1.9887,1,16.2,0,3085,4.49,0.974,3167.3,0,1.0,37,0,2,753,0.00221,0.0513,0.0,60,33.9,0.0297,0.0108,0,0,0,0,0.094017,0.015625,28,0.8338,4.4264,0.4555,10,5,22,784,1177,511,0.0008,0.9992,3221.2,1.7
62,4936,3217,0,0,3,1.9296,1,16.2,3242,0,4.62,1.0213,3174.4,0,1.0,37,0,0,741,0.002178,0.0505,0.0,61,34.9,0.0307,0.0123,0,0,0,0,0.10101,0.015625,28,0.8453,4.5274,0.4572,10,5,22,795,1306,533,0.0009,0.9991,2847.2,1.8
63,4933,3013,1,5,3,1.9436,1,16.2,0,3008,4.48,0.9538,3159.1,5,1.0,38,1,0,764,0.002141,0.0563,23.5849,62,34.9,0.0295,0.0109,1,0,0,0,0.079812,0.015625,29,0.8042,4.6072,0.4584,10,5,23,751,1237,504,0.0009,0.9991,2881.2,1.8
64,4933,3117,1,3,3,1.9656,1,16.2,2,3115,4.57,0.9879,3155.1,2,1.0,38,1,1,777,0.001905,0.0597,10.2041,63,35.8,0.028,0.0129,0,1,0,0,0.089552,0.015625,30,0.8255,4.6968,0.4598,10,5,23,788,1291,483,0.0009,0.9991,2903.2,1.8
65,4931,3138,0,0,3,1.9094,2,16.1,0,3138,4.59,0.9951,3153.4,0,1.0,38,0,0,758,0.001963,0.0478,0.0,64,36.8,0.0295,0.011,0,0,0,0,0.1,0.015625,29,0.8438,4.775,0.4617,10,5,23,751,1279,493,0.001,0.999,2950.1,1.5
66,4931,3168,0,0,3,1.8429,1,16.3,3174,0,4.56,1.0059,3155.4,0,1.0,38,0,0,758,0.001873,0.0539,0.0,65,37.8,0.029,0.0122,0,0,0,0,0.093137,0.015625,29,0.8322,4.8682,0.4637,10,5,23,745,1278,535,0.0008,0.9992,3035.7,1.7
67,4930,3159,0,0,3,1.7801,1,16.2,3154,0,4.68,1.001,3155.7,5,1.0,40,5,3,794,0.001694,0.0427,13.3333,66,36.9,0.0278,0.01,0,0,0,0,0.098291,0.015625,31,0.841,4.9665,0.4655,12,5,23,805,1268,500,0.0013,0.9987,2567.7,1.5
68,4927,3108,1,3,1,1.828,1,16.1,6,3102,4.51,0.9863,3151.2,6,1.0,41,5,4,790,0.001882,0.0533,17.0213,67,35.7,0.0254,0.0105,0,0,0,0,0.077869,0.015625,29,0.7993,5.032,0.4667,13,5,23,769,1271,505,0.0008,0.9992,2843.9,1.8
69,4927,3097,1,3,3,1.902,1,16.5,3,3094,4.55,0.9844,3146.0,3,1.0,40,2,3,779,0.001892,0.0505,10.3093,68,37.5,0.028,0.0113,0,0,0,0,0.075758,0.015625,28,0.7937,5.0977,0.4683,11,5,24,807,1139,534,0.0009,0.9991,2774.1,1.8
70,4927,3091,2,4,3,1.9567,2,16.2,8,3083,4.52,0.9841,3140.8,8,1.0,41,2,1,806,0.001985,0.0492,34.0426,69,37.6,0.026,0.0119,0,0,0,0,0.090164,0.015625,30,0.8267,5.1879,0.4696,11,6,24,764,1267,506,0.0009,0.9991,3033.4,1.6
71,4927,3106,2,5,1,1.9567,2,16.1,6,3095,4.54,0.99,3137.5,11,1.0,42,2,1,836,0.00211,0.0537,46.8085,70,37.6,0.0251,0.0103,1,0,0,0,0.07438,0.015625,32,0.7899,5.2457,0.4694,12,6,24,745,1242,526,0.0009,0.9991,3035.6,1.7
72,4927,3173,1,5,3,1.9924,2,16.2,3171,0,4.67,1.0137,3142.0,14,1.0,42,1,1,853,0.00203,0.0463,55.7769,71,38.5,0.0273,0.0102,1,0,0,0,0.07722,0.015625,33,0.7977,5.3229,0.4691,13,5,24,783,1271,521,0.001,0.999,2829.5,1.6
73,4927,3090,2,4,3,1.9988,2,19.7,6,3074,4.55,0.985,3137.0,16,1.0,44,4,2,876,0.002122,0.053,58.3942,72,37.7,0.0231,0.0096,0,0,0,0,0.088339,0.015625,34,0.8231,5.4113,0.4682,15,5,24,773,1228,530,0.001,0.999,2975.4,1.7
74,4927,3003,0,0,0,1.9695,2,16.8,0,2998,4.49,0.9612,3124.3,5,1.0,44,0,0,862,0.001968,0.0458,21.3675,73,38.7,0.0231,0.0105,0,0,0,0,0.091667,0.015625,34,0.8295,5.5029,0.4677,15,5,24,759,1206,471,0.0007,0.9993,2823.6,2.1
75,4925,3193,0,0,3,1.8829,1,16.1,3250,0,4.76,1.0377,3136.7,5,1.0,44,0,0,862,0.001859,0.0414,19.4553,74,39.7,0.026,0.0093,0,0,0,0,0.071429,0.015625,34,0.7812,5.5744,0.4674,15,5,24,817,1260,496,0.0009,0.9991,2811.8,1.8
76,4923,3176,1,3,1,1.8628,1,16.3,3191,0,4.62,1.0171,3142.4,5,1.0,45,4,3,894,0.001663,0.0364,15.0376,75,39.7,0.0241,0.0077,0,0,0,0,0.083636,0.015625,36,0.8132,5.6325,0.4673,15,5,25,818,1234,540,0.0008,0.9992,2762.1,1.8
77,4921,3128,2,5,3,1.871,1,16.3,12,3116,4.6,0.9959,3141.0,12,1.0,50,9,4,942,0.001814,0.0357,44.6097,76,36.4,0.0225,0.0083,1,0,0,0,0.078571,0.015625,38,0.8011,5.7111,0.4662,18,5,27,803,1280,476,0.0015,0.9985,2652.1,1.4
78,4918,3148,1,3,1,1.7655,2,16.6,3153,0,4.58,1.0055,3142.8,7,1.0,48,1,3,941,0.001897,0.0455,23.8095,77,38.8,0.0239,0.0082,0,0,0,0,0.077922,0.015625,38,0.7995,5.7598,0.4648,16,5,27,786,1287,493,0.0008,0.9992,2791.2,1.8
79,4915,3097,0,0,1,1.7552,2,16.5,7,3090,4.53,0.9868,3138.5,7,1.0,48,0,0,910,0.001619,0.053,25.4545,78,39.8,0.023,0.0096,0,0,0,0,0.077739,0.015625,36,0.799,5.8376,0.4646,16,5,27,728,1267,476,0.0008,0.9992,2597.9,1.8
80,4913,3168,0,0,0,1.7273,1,16.5,3171,0,4.65,1.0114,3142.2,7,1.0,48,0,0,910,0.001473,0.041,26.616,79,40.8,0.0234,0.0079,0,0,0,0,0.08209,0.015625,36,0.8097,5.9197,0.4643,16,5,27,789,1307,515,0.0008,0.9992,2639.5,1.9
81,4912,3071,0,0,0,1.7734,1,16.4,3,3068,4.52,0.9794,3135.4,3,1.0,48,0,0,910,0.001521,0.0415,12.8205,80,41.8,0.0238,0.0091,0,0,0,0,0.087137,0.015625,36,0.8207,5.9902,0.4638,16,5,27,766,1249,478,0.0011,0.9989,2754.0,1.6
82,4911,3080,0,0,3,1.976,1,16.5,9,3071,4.55,0.984,3130.2,9,1.0,47,6,7,945,0.001412,0.0426,21.3333,81,43.5,0.0229,0.0092,0,0,0,0,0.078014,0.015625,39,0.7997,6.0682,0.4639,16,6,25,790,1238,495,0.0008,0.9992,2553.2,2.0
83,4909,3165,4,5,3,1.9839,1,16.4,3162,0,4.69,1.0161,3135.5,24,1.0,52,8,3,978,0.001762,0.0413,79.2079,82,39.9,0.0219,0.0091,3,0,0,0,0.053968,0.015625,41,0.7105,6.119,0.4621,14,7,31,767,1302,521,0.001,0.999,2525.6,1.8
84,4907,3094,2,5,3,1.967,1,16.6,16,3069,4.64,0.988,3131.5,25,1.0,55,9,6,1018,0.001915,0.0365,76.6773,83,38.5,0.0203,0.0072,1,0,0,0,0.06383,0.015625,41,0.7552,6.1585,0.4604,14,7,34,758,1262,497,0.0011,0.9989,2499.9,1.7
85,4907,3151,0,0,3,1.9872,2,16.4,3149,0,4.55,1.0082,3134.2,11,1.0,54,0,1,1004,0.001657,0.0383,33.0033,84,40.2,0.0213,0.0073,0,0,0,0,0.054313,0.015625,40,0.7123,6.2128,0.4591,14,7,33,783,1282,536,0.0009,0.999,2640.7,1.9
86,4905,3162,0,0,3,1.9885,1,16.1,3159,0,4.59,1.0106,3137.7,12,1.0,53,2,3,1002,0.001705,0.0487,33.557,85,42.0,0.0219,0.0087,0,0,0,0,0.055195,0.015625,40,0.7169,6.2648,0.4579,14,6,33,816,1200,519,0.0009,0.9991,2754.1,1.5
87,4904,3039,3,5,3,1.9698,1,16.2,3,3026,4.51,0.9714,3128.3,13,1.0,51,3,5,1024,0.001902,0.0507,41.8118,86,42.6,0.0214,0.0097,2,0,0,0,0.060811,0.015625,40,0.7431,6.3188,0.4568,16,4,31,815,1171,504,0.001,0.999,2897.7,1.6
88,4904,3173,1,5,1,1.9803,1,16.3,3194,0,4.63,1.0204,3135.1,5,1.0,48,1,4,999,0.001703,0.0443,16.3399,87,44.0,0.023,0.0082,1,0,0,0,0.091772,0.015625,39,0.8297,6.3884,0.4558,14,4,30,832,1244,564,0.001,0.999,3130.9,1.5
