window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop
1,5000,6062,21,6,0,1.9998,0,18.6,0,0,6.6,1.0,6062.0,655,1.0,406,618,212,2097,0.000898,0.0069,420.8494,0,0.0,0.0,0.001,0,0,0,0,0.037531,0.015625,64,0.5837,0.0375,0.2326,80,230,96,2004,1358,1532,1.0,0.0,0,0
2,5000,4198,6,5,0,1.9997,0,17.4,491,3700,5.57,0.8721,4827.3,498,1.0,397,36,45,2224,0.000959,0.0074,367.3319,1,0.9,0.0051,0.0012,1,0,0,0,0.03288,0.015625,64,0.5248,0.0704,0.2093,96,207,94,1296,1377,833,1.0,0.0,0,0
3,5000,3468,5,5,0,1.9998,0,17.1,299,3201,4.94,0.8413,4166.2,267,1.0,310,12,99,2187,0.001036,0.0116,258.9719,2,1.8,0.0093,0.0016,2,0,0,0,0.030209,0.015625,64,0.4828,0.0975,0.2043,87,145,78,940,1283,618,1.0,0.0,0,0
4,5000,3378,5,5,0,1.9998,0,17.1,92,3286,4.84,0.8789,3854.9,92,1.0,221,10,99,1975,0.001217,0.0121,119.0168,3,2.7,0.0107,0.0022,4,0,0,0,0.035165,0.015625,62,0.5557,0.1173,0.2058,78,90,53,962,1275,508,1.0,0.0,0,0
5,5000,3306,0,0,1,1.9998,0,17.2,24,3287,4.7,0.9013,3673.6,19,1.0,156,3,68,1687,0.001485,0.0187,33.9893,4,3.6,0.0138,0.0033,0,0,0,0,0.043682,0.015625,62,0.6423,0.1422,0.2188,56,62,38,866,1309,534,1.0,0.0,0,0
6,5000,3213,0,0,3,1.9998,1,16.9,4,3209,4.63,0.9071,3542.0,4,1.0,119,0,37,1336,0.001849,0.0235,8.5837,5,4.5,0.0137,0.0043,0,1,0,0,0.064579,0.015625,58,0.758,0.1945,0.2352,47,43,29,802,1296,507,1.0,0.0,0,0
7,5000,3162,0,0,3,1.9993,1,16.9,4,3159,4.63,0.9175,3447.3,3,1.0,108,0,11,1098,0.002252,0.0303,8.5714,6,5.5,0.0216,0.0059,0,0,0,0,0.046832,0.015625,51,0.6664,0.2413,0.249,43,38,27,821,1270,493,1.0,0.0,0,0
8,5000,3240,3,5,0,1.9995,1,16.9,4,3231,4.65,0.9526,3401.2,9,1.0,102,3,9,1080,0.002282,0.0301,25.641,7,6.4,0.016,0.0058,1,1,0,0,0.049315,0.015625,50,0.6832,0.2879,0.2665,41,33,28,815,1266,530,1.0,0.0,0,0
9,5000,3213,0,0,1,1.9953,1,16.9,0,3213,4.55,0.9552,3363.6,0,1.0,96,0,6,994,0.002435,0.0489,0.0,8,7.4,0.0172,0.0069,0,0,0,0,0.066092,0.015625,50,0.7636,0.3392,0.2863,40,29,27,813,1242,579,1.0,0.0,0,0
10,5000,3191,1,5,0,1.9947,1,16.8,6,3180,4.63,0.9576,3332.2,11,1.0,92,7,11,990,0.002316,0.0305,26.3158,9,8.1,0.023,0.0064,1,0,0,0,0.066482,0.015625,49,0.765,0.4057,0.3001,39,24,29,817,1259,483,1.0,0.0,0,0
11,5000,3252,0,0,3,1.9852,1,16.8,6,3241,4.63,0.9799,3318.8,11,1.0,90,7,9,967,0.002231,0.0315,27.3556,10,8.6,0.0209,0.0066,0,0,0,0,0.060172,0.015625,51,0.7403,0.44,0.3056,38,21,31,835,1232,552,1.0,0.0,0,0
12,5000,3159,1,5,3,1.9683,1,16.8,5,3144,4.54,0.9589,3294.2,15,1.0,83,2,9,902,0.002345,0.0405,45.9016,11,9.4,0.0276,0.0072,1,1,0,0,0.062305,0.015625,49,0.7492,0.493,0.3114,34,20,29,805,1244,503,1.0,0.0,0,0
13,5000,3160,2,5,1,1.9659,1,16.8,6,3140,4.6,0.9649,3275.1,20,1.0,77,4,10,906,0.002439,0.0405,62.2951,12,10.1,0.0249,0.0073,2,0,0,0,0.056075,0.015625,50,0.7214,0.5491,0.3151,31,19,27,812,1230,532,1.0,0.0,0,0
14,5000,3266,1,5,3,1.9797,2,16.8,1,3256,4.67,0.9976,3273.8,10,1.0,75,2,4,905,0.002458,0.0351,32.3741,13,11.0,0.0249,0.0082,1,0,0,0,0.045614,0.015625,49,0.6575,0.5877,0.3147,31,17,27,813,1335,520,1.0,0.0,0,0
15,5000,3142,1,5,3,1.9821,2,16.8,0,3132,4.53,0.9646,3257.4,10,1.0,72,1,4,896,0.002707,0.0515,37.594,14,11.8,0.0257,0.0082,1,0,0,0,0.058824,0.015625,48,0.7344,0.6281,0.3162,29,16,27,773,1241,503,1.0,0.0,0,0
16,5000,3143,1,4,0,1.9797,2,16.7,4,3134,4.47,0.9689,3243.9,9,1.0,71,2,3,885,0.002829,0.0444,31.25,15,12.4,0.027,0.0089,0,0,0,0,0.068259,0.015625,47,0.7711,0.6622,0.3171,29,15,27,830,1233,529,1.0,0.0,0,0
17,5000,3145,1,5,1,1.9287,2,16.9,1,3132,4.6,0.9728,3232.9,13,1.0,70,5,6,902,0.002543,0.0421,40.1338,16,12.9,0.0256,0.0089,1,0,0,0,0.067961,0.015625,48,0.7701,0.714,0.3187,29,14,27,789,1242,565,1.0,0.0,0,0
18,5000,3251,1,3,3,1.8497,2,17.0,3252,0,4.61,1.0072,3235.7,7,1.0,68,5,7,883,0.00247,0.0351,26.2172,17,13.2,0.024,0.0078,0,0,0,0,0.052632,0.015625,44,0.7031,0.7632,0.3209,28,13,27,807,1273,530,1.0,0.0,0,0
19,5000,3089,0,0,3,1.9363,2,16.7,0,3084,4.49,0.959,3221.0,5,1.0,65,0,3,861,0.002444,0.0468,18.797,18,14.4,0.0225,0.0095,0,0,0,0,0.061151,0.015625,44,0.7445,0.8027,0.3235,27,13,25,763,1255,507,1.0,0.0,0,0
20,5000,3229,0,0,3,1.9506,1,16.8,3242,0,4.64,1.0059,3223.0,0,1.0,60,0,5,827,0.002468,0.0385,0.0,19,15.6,0.0228,0.0094,0,0,0,0,0.065385,0.015625,42,0.761,0.8373,0.3287,26,12,22,802,1291,535,1.0,0.0,0,0
21,5000,3268,0,0,3,1.9296,1,16.7,3301,0,4.72,1.0218,3230.4,0,1.0,59,0,1,818,0.00218,0.048,0.0,20,16.8,0.026,0.01,0,0,0,0,0.06,0.015625,42,0.7396,0.8613,0.3333,26,12,21,798,1307,564,1.0,0.0,0,0
22,5000,3170,2,5,3,1.8714,1,16.7,0,3166,4.54,0.983,3224.7,4,1.0,59,2,2,840,0.002189,0.0471,16.2602,21,17.6,0.0241,0.0096,1,0,0,0,0.066667,0.015625,42,0.7656,0.9123,0.3397,26,12,21,770,1273,519,1.0,0.0,0,0
23,5000,3163,0,0,3,1.8309,1,16.7,5,3158,4.56,0.9827,3218.8,5,1.0,58,5,6,847,0.002178,0.0448,2.8031,22,18.2,0.0244,0.01,0,0,0,0,0.067164,0.015625,42,0.7674,0.9683,0.3467,25,12,21,778,1292,521,1.0,0.0,0,0
